date_mesure,B,A,C
2010-11-11,-0.6240235040173787,-0.2797235434454007,-0.6659455684641843
2010-11-18,-0.5697318689120969,0.05094799671938832,-0.6312355225918623
2010-11-25,-0.640583792090593,0.12394419436674636,-0.6579485247293124
2010-12-02,-0.7292023510014503,0.16959093908765394,-0.6875821718987785
2010-12-09,-0.7516134006865116,0.23122548706931145,-0.7362290073835402
2010-12-16,-0.6651710359369468,0.38231521816653125,-0.7187666202789956
2010-12-23,-0.6323898917054928,0.592910121109376,-0.7550894516824127
2010-12-30,-0.6022832997676579,0.6237223120645987,-0.762174317712337
2011-01-06,-0.4305726075136824,0.890674548538353,-0.7330998370802219
2011-01-13,-0.2806014525425472,0.93600964632877,-0.7322704497824896
2011-01-20,-0.23960967276724676,0.7789909318711212,-0.727881622657653
2011-01-27,-0.2221372663097583,0.6938620217647048,-0.7280754155989378
2011-02-03,-0.25931202313024027,0.5292610765314187,-0.7309898196484955
2011-02-10,-0.23818179739504663,0.45170709390379266,-0.7032221375242506
2011-02-17,-0.24928980458679859,0.45689943085937246,-0.7275640452430682
2011-02-24,-0.24836370571986244,0.5067621570057957,-0.7407263834411759
2011-03-03,-0.25969468412227054,0.4471141275145797,-0.7424593811041402
2011-03-10,-0.2723759784716535,0.35513166238888594,-0.7303021840584943
2011-03-17,-0.32751455555869574,0.21819211534862196,-0.7626009391321664
2011-03-24,-0.33299793435451835,0.13740027155070722,-0.7521417051912878
2011-03-31,-0.35122270496975455,0.09008638438719624,-0.7654407405938215
2011-04-07,-0.3961127840394838,-0.02737128745041295,-0.7802597175439909
2011-04-14,-0.4174091014220532,-0.13778986470570698,-0.7867673187957777
2011-04-21,-0.4994404400768127,-0.2487930828257426,-0.8103593736378303
2011-04-28,-0.4912511388210417,-0.33360587410616127,-0.8217054525817418
2011-05-05,-0.5383237679314719,-0.4431550263457985,-0.8635396901829144
2011-05-12,-0.5885097929879489,-0.5697849366221728,-0.8989271687670122
2011-05-19,-0.627320029944612,-0.672046848417454,-0.924184276112349
2011-05-26,-0.5800009526664909,-0.7719470103936554,-0.9398014331708141
2011-06-02,-0.6082847162167856,-0.8394831453694198,-0.946826356379907
2011-06-09,-0.6601629419871577,-0.88701633545015,-0.9544304668005618
2011-06-16,-0.7582551060912761,-0.8925254731659261,-0.959040055491532
2011-06-23,-0.8190991491865601,-0.9932322083026845,-0.9831516474521294
2011-06-30,-0.8790260325015056,-1.1089682913009948,-1.0341973784184721
2011-07-07,-0.9171185745056071,-1.168113454238939,-1.062696411256114
2011-07-14,-0.9363253597628126,-1.1085705112228497,-1.0745524415046412
2011-07-21,-0.9613811775688734,-1.0851640119139407,-1.0944566293916251
2011-07-28,-1.0109323661500986,-1.178333538646004,-1.1326151760566943
2011-08-04,-1.037084569499891,-1.192405733434334,-1.1412691418479575
2011-08-11,-1.0578236660588005,-1.2017591195483934,-1.1782267703195846
2011-08-18,-1.0933948316314972,-1.2099280323929105,-1.1785993791958123
2011-08-25,-1.074247536271786,-1.0458964998000961,-1.148251193548818
2011-09-01,-1.105073521563649,-1.0060430572244647,-1.1808525978466544
2011-09-08,-1.1220387519703687,-1.016315984551121,-1.2076776735507238
2011-09-15,-1.1314519956400193,-1.0453092771904937,-1.2202923696522576
2011-09-22,-1.1643851876154454,-1.0756413949837067,-1.2444508313820895
2011-09-29,-1.2103154938369702,-1.1563159109041867,-1.2855251149753912
2011-10-06,-1.2345448867449007,-1.2064200491476547,-1.3175047819296657
2011-10-13,-1.2564900169333033,-1.2259477666825158,-1.3395571440906415
2011-10-20,-1.2666648903819757,-1.2330337315434743,-1.356748553596814
2011-10-27,-1.306230386104604,-1.2676251334123287,-1.380721354443228
2011-11-03,-1.2958063671025948,-1.2045161251517298,-1.376417778380738
2011-11-10,-1.3235160029430377,-1.2255752576787642,-1.411812335748224
2011-11-17,-1.35719751426008,-1.247459034555354,-1.4400307026242871
2011-11-24,-1.403184393645398,-1.2786341805872987,-1.471546972791295
2011-12-01,-1.354442935857596,-1.1124656619646724,-1.4720439425561707
2011-12-08,-1.1649383702041678,-0.6725827699265741,-1.456054955924312
2011-12-15,-0.7327527711643954,0.18662210215526132,-1.3149343801157352
2011-12-22,-0.6123553796823296,0.3830961364408699,-1.2432526205340504
2011-12-29,-0.5596486487649048,0.4930902393921438,-1.2224964990599754
2012-01-05,-0.4176468645134349,0.7058632036790018,-1.1818868163447482
2012-01-12,-0.39862933092123926,0.572121537733209,-1.1822164641441069
2012-01-19,-0.4377614771494598,0.43580527341458897,-1.1912773601027984
2012-01-26,-0.46109712969428823,0.4511489145630861,-1.21211623898459
2012-02-02,-0.49402834986792477,0.2947363543455595,-1.225807696763379
2012-02-09,-0.5328025601306305,0.19493305525600746,-1.2328077983354144
2012-02-16,-0.5506725491766494,0.21900507337261804,-1.236865115819137
2012-02-23,-0.5211910146886185,0.1440713404429389,-1.2376423607802751
2012-03-01,-0.5128192034051153,0.07610647343444638,-1.2362294163051206
2012-03-08,-0.5033669276815022,0.05993909606282971,-1.2460216430368785
2012-03-15,-0.49851529245208265,0.003889409353146911,-1.2357332429240573
2012-03-22,-0.5130607870271598,-0.07702721202146201,-1.2413138410825693
2012-03-29,-0.48697819695236105,-0.16387742672651445,-1.237282687597764
2012-04-05,-0.471349287954836,-0.22316562033203513,-1.233113068530669
2012-04-12,-0.47732563150737967,-0.23985167651689188,-1.2284640854127566
2012-04-19,-0.4310465676131609,-0.14702826567520194,-1.2082795636112904
2012-04-26,-0.3020857302810027,0.26698730743493343,-1.1858370108815646
2012-05-03,-0.14947978720628025,0.5131873999378807,-1.1687843920045868
2012-05-10,-0.21234590156834632,0.3579357578256637,-1.1870617485226242
2012-05-17,-0.22590711658713686,0.22759062044466793,-1.1696672061731843
2012-05-24,-0.27904666250567955,0.13007999013752652,-1.179797045814234
2012-05-31,-0.2958190780478133,-0.00021239377314169472,-1.1649386173095868
2012-06-07,-0.2688067772547922,-0.024001858893584083,-1.1515698186340462
2012-06-14,-0.2844310100853544,-0.08415782369100866,-1.1368708653443431
2012-06-21,-0.3331204396896713,-0.1325773797787837,-1.1322801498880997
2012-06-28,-0.3690546642423278,-0.20516905792105794,-1.1299451099349729
2012-07-05,-0.3725658257979256,-0.2078005959186029,-1.129614496797239
2012-07-12,-0.3929831813610571,-0.1357183413389198,-1.121646755755046
2012-07-19,-0.4646053465538146,-0.2863066431921158,-1.139649427796328
2012-07-26,-0.5318294937547563,-0.41637267101759184,-1.158133899339929
2012-08-02,-0.5751434299945428,-0.4730027328575952,-1.1750889298241343
2012-08-09,-0.6611634464904627,-0.5976422903446483,-1.1955245542657367
2012-08-16,-0.7189821807554705,-0.7230078074540163,-1.2290676989513136
2012-08-23,-0.7583264769340167,-0.8120974107065976,-1.251046665235972
2012-08-30,-0.8217088639280576,-0.9271126615419862,-1.3020896189548705
2012-09-06,-0.8558421747598453,-1.0275856702418786,-1.3166799604857755
2012-09-13,-0.8952539801493213,-1.0810299728728614,-1.3365689507487823
2012-09-20,-0.8774852143451919,-1.0507672939344486,-1.317884426741574
2012-09-27,-0.8862975695656241,-0.9919428383794704,-1.338283953756536
2012-10-04,-0.8887385363136512,-0.7244078546412291,-1.333139707204166
2012-10-11,-0.7620473775297893,-0.09510714797343256,-1.2834808413666665
2012-10-18,-0.5339158564437954,0.527753761929256,-1.228639367747502
2012-10-25,-0.4178264033785508,0.5665875225573889,-1.157806237123841
2012-11-01,-0.42095544750719904,0.603115169422196,-1.126913553444602
2012-11-08,-0.4199720366728229,0.5539308905320504,-1.1213045968829651
2012-11-15,-0.3908922335198045,0.5118526099367076,-1.1269913758311898
2012-11-22,-0.33317461501660317,0.6077851745065544,-1.120785133856041
2012-11-29,-0.2950603097641974,0.6904225020702511,-1.1052758311184636
2012-12-06,-0.10094862325247864,1.0567277103880044,-1.0142025524033085
2012-12-13,0.10176473027035002,1.2806156509343236,-0.9462413448214756
2012-12-20,0.7195324819611131,1.8056339276212656,-0.6951393346064925
2012-12-27,0.9981187986839589,1.8021454404059183,-0.4709606144673175
2013-01-03,1.074764510357902,1.6359808073703692,-0.45237706399877753
2013-01-10,1.1354184252042212,1.6663661265608143,-0.3640219684566074
2013-01-17,1.170472202743718,1.480780461067656,-0.28240064501795825
2013-01-24,1.2178944752425058,1.6052822836241445,-0.2106291901019216
2013-01-31,1.4075136723498676,1.8754920313423633,-0.09407651663056349
2013-02-07,1.6085072931286262,2.0036293588908833,0.043426641141109945
2013-02-14,1.7155773656499318,1.8416227990266187,0.13482234012759342
2013-02-21,1.712615642999373,1.5788068841454956,0.18013152757774398
2013-02-28,1.7120746109946061,1.384413284171098,0.24628945280232228
2013-03-07,1.7054625787196773,1.4646662713552512,0.3116778345999771
2013-03-14,1.8722255236773473,1.8437635925704474,0.45695550790273787
2013-03-21,1.9851788170268299,1.9180905656905598,0.5637099020377299
2013-03-28,1.913325317719509,1.6412566800241335,0.6220768616576293
2013-04-04,1.8668711949579695,1.4094454846609643,0.6961945468662493
2013-04-11,1.8718041494340378,1.4469776040721838,0.7344733444751337
2013-04-18,1.7811702512283762,1.2255367161283053,0.7510570191870385
2013-04-25,1.703362957565961,1.0407469922318573,0.7978550140867522
2013-05-02,1.6265218023204777,0.9215983088961428,0.8259876618315226
2013-05-09,1.5596504392139567,0.787752070438767,0.8741283480710558
2013-05-16,1.510279211983623,0.7676069615767087,0.9054663941802088
2013-05-23,1.4714658156568763,0.8436417717612283,0.9563937479357908
2013-05-30,1.3633776334526198,0.6222293890799939,0.9351109815129756
2013-06-06,1.2368099342029888,0.4507481578332666,0.9484253247975026
2013-06-13,1.1771628974684596,0.3241971588340401,0.95407934861618
2013-06-20,1.1181988851093647,0.28452190373102004,0.941474023105106
2013-06-27,1.0282611372847235,0.16195424841926237,0.9321923220567674
2013-07-04,0.9186276639462443,-0.001470627948856773,0.892292124336233
2013-07-11,0.7996631662044482,-0.1509649041269855,0.8671477971579065
2013-07-18,0.6998788618868719,-0.2769709319290675,0.8600532542909939
2013-07-25,0.6572858769026858,-0.25606057101787655,0.8728889139205562
2013-08-01,0.5691439393574727,-0.34295760972907563,0.871247464592731
2013-08-08,0.4557461605045185,-0.44297013566072074,0.8237214079455784
2013-08-15,0.376707964066042,-0.5642769416763525,0.8081031427598697
2013-08-22,0.30761921115229185,-0.6479384166564216,0.8018700547273793
2013-08-29,0.19827054435513608,-0.7733650882189896,0.7522925258216683
2013-09-05,0.1303435463322101,-0.8445689818309301,0.734788974895209
2013-09-12,0.10244971586384988,-0.8485021371033847,0.7358867991883118
2013-09-19,0.018067052634580277,-0.8701047974985947,0.6977173945754473
2013-09-26,-0.028975453641992138,-0.9296450531019562,0.6605049695508429
2013-10-03,-0.10249597760818271,-0.939761118205481,0.6120172453673787
2013-10-10,-0.11615783683713948,-0.8906933493942181,0.6076182817932475
2013-10-17,-0.11343523423268596,-0.7428410804336214,0.6088581377905717
2013-10-24,-0.16279063638070831,-0.7040271479615495,0.5805367205350751
2013-10-31,-0.13698115895287957,-0.4153541345665855,0.5923467443410414
2013-11-07,0.06368490601171345,0.19463329980870175,0.6438352007482211
2013-11-14,0.18392223226038304,0.3523236205317893,0.6630214586813692
2013-11-21,0.23676860163271696,0.550296164559115,0.6356190077409344
2013-11-28,0.18660824819159516,0.4264451351780988,0.6280262347518054
2013-12-05,0.11978786301797278,0.32703481564919357,0.6023665920890275
2013-12-12,0.06790806194004617,0.2282664328981679,0.5988818808870151
2013-12-19,0.09040928853985736,0.37738684386629295,0.6252351619100304
2013-12-26,0.46286764225968224,1.3079680098627753,0.6765536107286039
2014-01-02,0.6710816145984416,1.4268682208466785,0.7302420064646282
2014-01-09,0.7361820066048195,1.2990341211770962,0.7300971794483815
2014-01-16,0.7995321759666347,1.2736353598620347,0.7519302545139613
2014-01-23,0.8838990750187267,1.4485245226203796,0.8055965289918667
2014-01-30,1.2689292529177014,1.7931074273348968,0.9360917584494979
2014-02-06,1.532110346830685,1.8771378879483989,1.0541251908934455
2014-02-13,1.7568449267692376,1.9415926422578629,1.120851028521781
2014-02-20,1.8415691208297702,1.8181684626225634,1.1884254408406139
2014-02-27,1.9801395231394903,1.9310394012737926,1.2739295719396928
2014-03-06,1.976890071715213,1.7051420855490627,1.2665089824904596
2014-03-13,1.9692365296799013,1.4146387651229766,1.3111090584290692
2014-03-20,1.9688565631976536,1.2794823427579665,1.357458501926045
2014-03-27,1.9166146466214258,1.144393895096556,1.3740219385228551
2014-04-03,1.8359012068376668,0.9651706523439535,1.3815554330597752
2014-04-10,1.7502218167755084,0.7923664030267875,1.3802678331687788
2014-04-17,1.7089578352059558,0.6855471961111587,1.4182911477742308
2014-04-24,1.7035021673190502,0.7972333277967538,1.4382066122035366
2014-05-01,1.695523882985838,0.932166973639391,1.4423814311302465
2014-05-08,1.637787401846584,0.8827248086730038,1.452912927088166
2014-05-15,1.5568184411908659,0.7745397961137216,1.4833451933686226
2014-05-22,1.564224741777239,0.8367572132841532,1.5264849611798335
2014-05-29,1.5312891773430495,0.818874482758174,1.5190175857530406
2014-06-05,1.4852008726024608,0.7368235624705619,1.5205993200583645
2014-06-12,1.3996262169098088,0.5590732301693313,1.5032762050766206
2014-06-19,1.2980732906410481,0.3820827759339004,1.4955691825154833
2014-06-26,1.2315875181376557,0.3032579960944367,1.4780284461240905
2014-07-03,1.173528445768069,0.27083574600326976,1.4731406475173277
2014-07-10,1.091331979879517,0.24224025750859612,1.4352989197004276
2014-07-17,0.9527999245098442,0.1725029021000518,1.4405813777403096
2014-07-24,0.8944540761570403,0.04414132718948516,1.4183974814760845
2014-07-31,0.847696732046533,-0.06185184012112521,1.4103998850246913
2014-08-07,0.8526365719017848,0.16786773707136649,1.4404538055070284
2014-08-14,0.8322902075297136,0.2687862590673941,1.4211872958718184
2014-08-21,0.7714481382434473,0.1863256058143502,1.4349134183965075
2014-08-28,0.744263361786064,0.25630601415345333,1.4589574047635252
2014-09-04,0.656031696469149,0.09718421717655268,1.420188973084695
2014-09-11,0.5565546845001292,-0.04358477598572108,1.3744910017973675
2014-09-18,0.4839167004465149,-0.15292513874433672,1.3361187381725685
2014-09-25,0.4159766831268376,-0.24679979418673947,1.282956738993915
2014-10-02,0.36550864521209164,-0.27902140519008617,1.2849939964479231
2014-10-09,0.3422387540989634,-0.1861435530985181,1.2615669811210901
2014-10-16,0.3073232449227422,-0.11500736221961161,1.2155389549134714
2014-10-23,0.22646068116459311,-0.1598129855643559,1.1697976671074926
2014-10-30,0.185108688157248,-0.14986913421614256,1.1637086816031001
2014-11-06,0.18774177704129488,0.049990706198616175,1.1372730153201456
2014-11-13,0.13691908947186898,0.08165238926294249,1.082114331601071
2014-11-20,0.0577339223125371,0.13266612825763674,1.0231373597703646
2014-11-27,0.027580243168837115,0.18401131105336277,1.0058162002504965
2014-12-04,-0.05533562851492102,0.12734501853070962,0.9495450444386271
2014-12-11,0.09996107549221728,0.6558380941503905,0.9735593498137747
2014-12-18,0.32414728774006496,1.0479824155379545,0.9803191130499007
2014-12-25,0.3055355199798011,0.9451166522808623,0.9739521962876388
2015-01-01,0.2120706102891064,0.8224333485389501,0.954080798675892
2015-01-08,0.27662081695427404,0.9352596691832378,0.9642090622321162
2015-01-15,0.4936575733231338,1.273198253312362,1.0015943214446994
2015-01-22,0.53877150374955,1.210009156692724,0.9917994993029939
2015-01-29,0.8099576667930062,1.3881841820782863,1.114192346271126
2015-02-05,0.8685278061946645,1.2758947418779576,1.0703583180099243
2015-02-12,0.8866407476254277,1.1266211251837017,1.1009250792185337
2015-02-19,1.024559981626881,1.3259810718493832,1.1658423281882027
2015-02-26,1.1713907581309606,1.500513034753018,1.198270611781054
2015-03-05,1.156155731667316,1.3635953129893181,1.1842069512153783
2015-03-12,1.1533724923931905,1.162020748966879,1.213911166423633
2015-03-19,1.126699536364234,0.9739653899298707,1.2381685935629454
2015-03-26,1.136535211124618,0.8866371363678959,1.2590429129506533
2015-04-02,1.1273075241722714,0.9044573141603405,1.2460794627158351
2015-04-09,1.0920253574202121,0.7270963915883907,1.2640196379739526
2015-04-16,1.0474681464876001,0.5606911028156489,1.260763643584751
2015-04-23,1.0037126267985121,0.44118818347773386,1.2801303507465138
2015-04-30,0.9972398562746494,0.5315552120527378,1.318477835064528
2015-05-07,0.9447002241180018,0.5013493935889684,1.2920962001821281
2015-05-14,0.8950559629901236,0.37705024496781453,1.2841347647849086
2015-05-21,0.8116976048327886,0.22519281005782577,1.2484157050674007
2015-05-28,0.7389545358539291,0.10470137994790163,1.2396215164071838
2015-06-04,0.6263083511589372,-0.046662368144146815,1.1931069134371541
2015-06-11,0.5689686283785326,-0.09874013736706366,1.1879001931601885
2015-06-18,0.48079382068114895,-0.20155180755581892,1.1504503778384232
2015-06-25,0.38250199923655737,-0.33360015283124067,1.1212719404262974
2015-07-02,0.2852309490643863,-0.41800846676919884,1.0918603905562658
2015-07-09,0.2212698966065352,-0.5099756973676847,1.045908874252708
2015-07-16,0.14955399448193635,-0.5943649220081922,1.0230862664608877
2015-07-23,0.09317251748528277,-0.6468914252749913,1.0011644616890987
2015-07-30,0.001963089094308597,-0.7296979614832937,0.947935597228174
2015-08-06,-0.1090183869953446,-0.8679595822409011,0.8972365985174994
2015-08-13,-0.14755618733318085,-0.8003809141645979,0.8940686645447248
2015-08-20,-0.20509429238039173,-0.786739064116451,0.8756154158194007
2015-08-27,-0.2484922562795544,-0.6270608061529392,0.859250747376025
2015-09-03,-0.33517091193547754,-0.6809304802831011,0.8165459624294551
2015-09-10,-0.3720639487110045,-0.7200096693273548,0.8222952534659891
2015-09-17,-0.40035407957020475,-0.6264781085663427,0.7865464961778209
2015-09-24,-0.44805149875465344,-0.6486893931230956,0.7351013019117812
2015-10-01,-0.4819844339240348,-0.6869925068062074,0.7407504421033866
2015-10-08,-0.5191175107500957,-0.725559248092984,0.6946713432919016
2015-10-15,-0.5571591722393183,-0.7695727669506638,0.6505981442405899
2015-10-22,-0.5932724046715563,-0.7941484689438529,0.6260237306496755
2015-10-29,-0.6419957629109505,-0.7960036338563607,0.5788401082783585
2015-11-05,-0.6785885241272096,-0.7958079549331337,0.5319985591386949
2015-11-12,-0.6886023761752653,-0.7987707438451258,0.5075731460635693
2015-11-19,-0.618337218726036,-0.41301159810777366,0.5023693490218595
2015-11-26,-0.6239532981307876,-0.17282931046592317,0.4649545848638289
2015-12-03,-0.697556762910526,-0.29063636552161315,0.414851007235706
2015-12-10,-0.7483609526615254,-0.29334950563640694,0.37942309028685217
2015-12-17,-0.761369954382809,-0.22144104680973814,0.35386255949656076
2015-12-24,-0.7882537139174025,-0.16876596841523792,0.3083508656268307
2015-12-31,-0.7484297016282058,-0.006601946096928157,0.326684041591232
2016-01-07,-0.6597131105191704,0.3883938472897608,0.3125120355350176
2016-01-14,-0.5881959000598889,0.664079040027534,0.2936220108255861
2016-01-21,-0.6342580225613661,0.5168853003619485,0.2384196821268813
2016-01-28,-0.5340584084536417,0.7704109097782527,0.24759496104747897
2016-02-04,-0.2834438986730148,1.0471947190600102,0.36166036056057105
2016-02-11,0.28721758518151097,1.494258603679977,0.5488285361379258
2016-02-18,0.35999501061435935,1.3475074700394305,0.5600746314110767
2016-02-25,0.29579904825464515,1.178485982462754,0.5464163393127708
2016-03-03,0.295719592928886,1.206264197014876,0.5863028452507508
2016-03-10,0.31576399565365626,1.3177256770877936,0.562050653236445
2016-03-17,0.2987089096433532,1.0845023392775919,0.5603836908434456
2016-03-24,0.3455737766140943,1.0807979100525604,0.6046271231562206
2016-03-31,0.4566495000301787,1.1721227466114374,0.6325106540778777
2016-04-07,0.47221325539457215,1.105825268714147,0.6317133294669599
2016-04-14,0.5025006123337027,1.067988953591412,0.6180167188759398
2016-04-21,0.4725164886737737,0.878363130585166,0.6208503824388996
2016-04-28,0.4503526457214738,0.7346700523167696,0.6016639595791299
2016-05-05,0.45103680504240895,0.6273324930182913,0.6377585932860602
2016-05-12,0.4391158828041965,0.48818702818669246,0.6148106618933061
2016-05-19,0.44067711166015033,0.49921804142772036,0.630125089404197
2016-05-26,0.4869059315757909,0.5663695556261221,0.6601310728733395
2016-06-02,0.6113534122140019,0.6203059985697157,0.6882963859605503
2016-06-09,0.5744552476850037,0.5154131841429263,0.7073825919435827
2016-06-16,0.5502063197485354,0.49117188176512205,0.6892850765395734
2016-06-23,0.5350237779052318,0.5220229493618511,0.6762196003316674
2016-06-30,0.47661988860363386,0.33691056935385255,0.6376120867211259
2016-07-07,0.4002203730590769,0.16526370845865215,0.6046673360612094
2016-07-14,0.32868450572460883,-0.0010415582855131111,0.5620817096063152
2016-07-21,0.24587619058893223,-0.14811445428363826,0.5207717141987268
2016-07-28,0.20632705019527023,-0.24936599757724853,0.49777448415228903
2016-08-04,0.14291990642834096,-0.350564551325688,0.4502919728021807
2016-08-11,0.062347711704478906,-0.49121406957324293,0.4238208003716663
2016-08-18,0.004053621654306477,-0.5798788689162548,0.39425892535721185
2016-08-25,-0.0846184543933331,-0.7282926137833317,0.35819816128445064
2016-09-01,-0.1504942093643917,-0.8237314597687801,0.32057769464376445
2016-09-08,-0.20830548517887978,-0.9010512920625053,0.2999806497439102
2016-09-15,-0.24908718187982437,-0.8899289645788065,0.26682592762197965
2016-09-22,-0.31157943837521573,-0.946412765922092,0.23291103857381712
2016-09-29,-0.36796574738900684,-0.9909982166275314,0.20268854670922132
2016-10-06,-0.40929672963128866,-1.0823825249176222,0.1584416227215083
2016-10-13,-0.4340879462220481,-1.1098485806600666,0.132287519355342
2016-10-20,-0.47532357519131574,-1.1088224404659988,0.07360761153344453
2016-10-27,-0.5478081597529267,-1.1533973791957735,0.027919746939408463
2016-11-03,-0.5335625609373462,-1.1154277428358754,0.05146463568791704
2016-11-10,-0.5399117142803532,-0.9305437830418404,0.009252440746329138
2016-11-17,-0.5188498909516128,-0.7641111991458467,0.02439961669583579
2016-11-24,-0.6000557321773032,-0.7870421887058818,-0.06636173995752442
2016-12-01,-0.679112187969778,-0.8576145643098583,-0.10524477217021272
2016-12-08,-0.7581163352980154,-0.9193263891794039,-0.14254828263946284
2016-12-15,-0.79291318073268,-0.9568999337456039,-0.17962733150888432
2016-12-22,-0.8165931475152693,-0.9249435255444702,-0.2012408516984579
2016-12-29,-0.8565953198130513,-0.9376961256431829,-0.24063216583019253
