date_mesure;09145X0057_N210;09406X0643_P130;09145X0059_N340;08472X0007_F-1;09662X0038_F41;09141X0092_N381;10462X0117_F1;09143X0128_PT1;09964X0020_PZ1;08688X0023_PZ1;10202X0117_PN2;09724X0023_P2;09665X0073_203;09664X0207_F44;09402X0244_P185;09663X0260_PA5;08465X0019_S5;09668X0106_16;09145X0058_N256;09407X0392_156038;09407X0393_P259;09937X0135_P23B;09994X0521_P4B;09952X0082_F9B;10218X0195_F;10475X0046_F;09933X0088_F;09436X0138_1P;09437X0036_23P;09942X0048_S;09735X0149_P34BIS;09408X0052_PU;09691X0120_PIEZ;09952X0093_PIEZ
2009-09-27;-3.8185714285714285;-3.755714285714286;-4.55;-4.385714285714285;-5.359999999999999;-4.265714285714286;-87.18644444444445;-5.211666666666667;-28.715714285714284;-3.5599999999999996;-5.13;-18.615714285714287;-4.404285714285714;-5.578571428571428;-2.392857142857143;-4.76;-1061.457142857143;-11.554285714285713;-3.2357142857142853;-4.9957142857142856;-5.214285714285714;-8.678571428571429;-6.932857142857143;-4.18;-1.9657142857142857;-4.317142857142857;-12.6;-4.9399999999999995;-3.8757142857142854;-10.212857142857144;-9.677142857142856;-2.7085714285714286;-11.028571428571428;-3.5684
2009-10-04;-3.781428571428571;-3.7199999999999998;-4.522857142857143;-4.39;-5.4071428571428575;-4.208571428571429;-87.38155555555555;-5.225714285714285;-28.568571428571428;-3.5685714285714285;-5.13;-18.725714285714286;-4.4714285714285715;-5.6414285714285715;-2.3942857142857146;-4.825714285714286;-1061.4385714285715;-11.684285714285716;-3.1785714285714284;-5.071428571428571;-5.2299999999999995;-9.121428571428572;-7.024285714285715;-4.312857142857143;-1.5157142857142856;-4.784285714285715;-12.6;-4.958571428571429;-4.058571428571429;-10.245714285714286;-9.775714285714285;-2.69;-11.155714285714286;-3.626666666666667
2009-10-11;-3.7585714285714285;-3.6942857142857144;-4.517142857142857;-4.39;-5.434285714285714;-4.231428571428571;-87.57666666666667;-5.222857142857143;-28.514285714285712;-3.5800000000000005;-5.135714285714285;-18.77;-4.458571428571429;-5.717142857142858;-2.3728571428571428;-4.872857142857143;-1061.4042857142858;-11.815714285714284;-3.267142857142857;-5.12;-5.277142857142857;-9.530000000000001;-7.061428571428571;-4.425714285714286;-1.247142857142857;-3.697142857142857;-12.6;-4.96;-4.052857142857143;-10.288571428571428;-9.807142857142859;-2.6700000000000004;-11.209999999999999;-3.7728571428571427
2009-10-18;-3.7285714285714286;-3.664285714285714;-4.491428571428571;-4.39;-5.457142857142857;-4.2299999999999995;-87.95857142857143;-5.242857142857143;-28.7;-3.587142857142857;-5.144285714285714;-18.624583333333334;-4.384285714285714;-5.735714285714287;-2.3614285714285717;-4.755714285714285;-1061.3857142857144;-11.832857142857142;-3.3442857142857143;-5.2;-5.318571428571429;-9.709999999999999;-7.075714285714286;-4.54;-0.59;-3.545714285714286;-12.571428571428571;-4.988571428571428;-4.038571428571428;-10.364285714285714;-9.828571428571427;-2.6242857142857146;-11.317142857142857;-3.9199999999999995
2009-10-25;-3.687142857142857;-3.6242857142857146;-4.402857142857143;-4.39;-5.452857142857143;-4.228571428571429;-85.86285714285714;-5.201428571428571;-28.63714285714286;-3.531428571428571;-5.051428571428572;-18.479166666666668;-4.211428571428572;-5.664285714285714;-2.2742857142857145;-4.602857142857142;-1061.4214285714286;-11.822857142857144;-3.2114285714285713;-5.211428571428571;-5.28;-9.74;-6.951428571428571;-4.661428571428572;-10.715;-2.7271428571428573;-12.9;-4.954285714285715;-4.1242857142857146;-10.377142857142857;-9.76142857142857;-2.5357142857142856;-11.434285714285716;-4.0371428571428565
2009-11-01;-3.63;-3.5914285714285716;-4.368571428571428;-4.39;-5.354285714285714;-4.254285714285714;-86.30857142857143;-5.191428571428572;-28.330000000000002;-3.587142857142857;-4.8914285714285715;-18.333750000000002;-4.0285714285714285;-5.565714285714286;-2.2600000000000002;-4.564285714285714;-1061.4057142857143;-11.832857142857142;-3.005714285714286;-5.2;-5.271428571428571;-8.995714285714286;-6.832857142857143;-4.747142857142857;-10.377142857142857;-2.56;-12.885714285714286;-4.992857142857143;-4.242857142857143;-10.334285714285715;-9.794285714285715;-2.3414285714285716;-11.540000000000001;-4.134285714285714
2009-11-08;-3.5742857142857143;-3.564285714285714;-4.332857142857143;-4.39;-5.33;-4.255714285714285;-87.07714285714285;-5.215714285714285;-29.487142857142857;-3.512857142857143;-4.831428571428572;-18.188333333333333;-4.015714285714286;-5.572857142857143;-2.212857142857143;-4.714285714285714;-1061.492857142857;-11.925714285714287;-2.9200000000000004;-5.18;-5.272857142857142;-9.082857142857142;-6.83;-4.8185714285714285;-10.867142857142857;-3.1585714285714284;-12.857142857142858;-4.942857142857143;-4.317142857142857;-10.334285714285715;-9.781428571428572;-2.2528571428571427;-11.638571428571428;-4.232857142857143
2009-11-15;-3.54;-3.57;-4.332857142857143;-4.39;-5.344285714285713;-4.285714285714286;-87.78;-5.202857142857143;-29.140000000000004;-3.542857142857143;-4.818571428571429;-18.042916666666667;-4.087142857142857;-5.634285714285714;-2.307142857142857;-4.8999999999999995;-1061.4828571428573;-12.082857142857142;-2.9528571428571433;-5.208571428571429;-5.362857142857143;-9.441428571428572;-6.901428571428572;-4.9157142857142855;-10.321428571428571;-3.185714285714286;-10.682857142857143;-5.025714285714286;-4.365714285714286;-10.404285714285715;-9.828571428571427;-2.26;-11.737142857142857;-4.332857142857143
2009-11-22;-3.512857142857143;-3.5542857142857143;-4.338571428571428;-4.39;-5.367142857142857;-4.317142857142857;-88.10571428571428;-5.138571428571429;-29.18857142857143;-3.5485714285714285;-4.83;-17.8975;-4.151428571428571;-5.668571428571428;-2.335714285714286;-4.788571428571429;-1061.4942857142858;-12.134285714285713;-2.942857142857143;-5.284285714285715;-5.42;-9.708571428571428;-6.977142857142858;-5.014285714285714;-10.29;-3.1285714285714286;-9.354285714285714;-5.032857142857144;-4.401428571428572;-10.49;-9.855714285714285;-2.275714285714286;-11.844285714285714;-4.434285714285714
2009-11-29;-3.4785714285714286;-3.5500000000000003;-4.297142857142857;-4.39;-5.3914285714285715;-4.325;-88.29571428571428;-5.148571428571429;-28.794285714285714;-3.567142857142857;-4.847142857142857;-16.842857142857145;-4.178571428571429;-5.695714285714286;-2.35;-4.978571428571429;-1061.507142857143;-12.232857142857142;-2.915714285714286;-5.335714285714286;-5.4628571428571435;-9.885714285714286;-7.015714285714286;-5.102857142857142;-10.185714285714285;-3.1442857142857146;-10.92;-5.031428571428571;-4.422857142857143;-10.562857142857142;-9.87142857142857;-2.2685714285714282;-11.915714285714285;-4.531428571428571
2009-12-06;-3.4299999999999997;-3.5285714285714285;-4.288571428571428;-4.39;-5.422857142857143;-4.3175;-86.45;-5.105714285714286;-29.544285714285714;-3.3414285714285716;-4.784285714285715;-15.624285714285715;-4.094285714285714;-5.622857142857143;-2.3542857142857145;-4.837142857142857;-1061.5842857142857;-12.257142857142856;-2.8042857142857143;-5.298571428571429;-5.441428571428572;-9.861428571428572;-6.807142857142857;-5.015714285714286;-9.401428571428571;-3.435714285714286;-12.8;-4.844285714285713;-4.405714285714286;-10.627142857142857;-9.664285714285715;-2.0785714285714287;-11.95142857142857;-4.561428571428571
