date_mesure;02388X0060_F1;03851X0021_S2;03128X0011_F;02442X0111_F;03822X0021_F;03113X0031_F;02465X0061_F;03493X0013_F;02451X0023_F;03114X0023_F;03462X0043_F;04184X0035_F;02431X0106_F;03871X0016_F;02408X0016_F;03546X0017_F;03152X0027_F;03107X0008_F;03124X0088_F;03884X0021_TF1PR;02396X0030_PZ;03486X0022_PZ;02478X0122_PZ;02047X0072_PZ;02034X0082_PZ;03101X0023_PZ;03535X0043_PZ;02413X0065_PZ;03137X0026_PZ;02803X0036_PZ;03516X0036_PZ;02385X0046_PZ;02478X0156_PZ;03182X0027_PZ;02782X0047_PZ;02812X0238_PZ;03175X0338_PZ;03473X0029_PZ;03162X0049_PZ;03834X0049_PZ
2006-06-04;-8.302857142857144;-1.542857142857143;-13.35;-1.2457142857142858;-3.1685714285714286;-4.244285714285715;-8.254285714285714;-8.407142857142857;-1.8842857142857141;-5.964285714285714;-7.175714285714286;-7.778571428571429;-2.837142857142857;-10.022857142857143;-12.778571428571428;-3.557142857142857;-4.617142857142857;-9.317142857142857;-14.837285714285713;-5.368571428571428;-8.82857142857143;-22.73;-5.0600000000000005;-6.751428571428571;-4.758571428571429;-6.6499999999999995;-3.0942857142857143;-3.897321428571429;-11.962857142857143;-1.8728571428571428;-4.622857142857143;-2.182857142857143;-5.03;-5.487142857142857;-6.0128571428571425;-1.447142857142857;-2.281428571428571;-4.178571428571429;-8.415714285714285;-9.23857142857143
2006-06-11;-8.354285714285714;-1.6557142857142857;-13.527142857142858;-1.4542857142857142;-3.2714285714285714;-4.364285714285715;-8.305714285714286;-8.528571428571428;-1.9271428571428573;-6.04;-7.272857142857142;-8.084285714285715;-2.912857142857143;-10.107142857142858;-12.901428571428571;-3.6571428571428575;-4.948571428571428;-9.525714285714285;-15.159714285714285;-5.46;-9.425714285714287;-22.877142857142854;-5.117142857142857;-6.890000000000001;-4.878571428571428;-6.785714285714286;-3.154285714285714;-4.0060714285714285;-12.138571428571428;-1.9942857142857142;-4.797142857142857;-2.262857142857143;-5.087142857142857;-5.58;-6.055714285714286;-1.4828571428571427;-2.29;-5.05;-8.598571428571429;-9.432857142857143
2006-06-18;-8.394285714285715;-1.7314285714285713;-13.72;-1.5785714285714287;-3.355714285714286;-4.5600000000000005;-8.371428571428572;-8.622857142857143;-1.9885714285714287;-6.152857142857143;-7.368571428571428;-8.382857142857143;-2.9585714285714286;-10.188571428571427;-13.034285714285714;-3.781428571428571;-5.284285714285715;-9.691428571428572;-15.482142857142858;-5.5528571428571425;-9.975714285714286;-23.0;-5.172857142857143;-7.05;-5.0200000000000005;-6.932857142857143;-3.2157142857142857;-4.114821428571428;-12.322857142857144;-2.0785714285714287;-4.928571428571429;-2.3528571428571428;-5.142857142857143;-5.674285714285714;-6.1085714285714285;-1.51;-2.302857142857143;-5.694285714285714;-8.79857142857143;-9.575714285714286
2006-06-25;-8.434285714285714;-1.8185714285714287;-13.911428571428571;-1.7742857142857142;-3.46;-4.7700000000000005;-8.485714285714286;-8.718571428571428;-2.0485714285714285;-6.338571428571428;-7.458571428571429;-8.692857142857143;-3.0342857142857143;-10.274285714285714;-13.161428571428571;-3.9257142857142857;-5.618571428571428;-9.83;-15.804571428571428;-5.652857142857143;-10.345714285714285;-23.12;-5.235714285714286;-7.201428571428571;-5.158571428571428;-7.075714285714286;-3.274285714285714;-4.223571428571429;-12.49;-2.172857142857143;-5.0600000000000005;-2.4414285714285713;-5.2057142857142855;-5.767142857142857;-6.151428571428572;-1.5371428571428571;-2.3228571428571425;-6.089999999999999;-9.01;-9.668571428571429
2006-07-02;-8.47;-1.9085714285714286;-14.094285714285714;-2.0214285714285714;-3.544285714285714;-4.99;-8.57;-8.831428571428571;-2.117142857142857;-6.558571428571428;-7.54;-8.97;-3.095714285714286;-10.358571428571429;-13.288571428571428;-4.098571428571428;-6.04;-9.955714285714285;-16.127;-5.758571428571429;-10.530000000000001;-23.235714285714288;-5.305714285714286;-7.371428571428572;-5.29;-7.237142857142857;-3.334285714285714;-4.332321428571428;-12.661428571428571;-2.3042857142857143;-5.208571428571429;-2.5357142857142856;-5.275714285714286;-5.864285714285714;-6.194285714285714;-1.5585714285714285;-2.334285714285714;-6.36;-9.241428571428571;-9.748571428571427
2006-07-09;-8.481428571428571;-1.9928571428571427;-14.257142857142856;-2.2642857142857142;-3.641428571428571;-5.208571428571429;-8.621428571428572;-8.955714285714285;-2.1485714285714286;-6.784285714285715;-7.598571428571428;-9.227142857142857;-3.0342857142857143;-10.437142857142858;-13.405714285714286;-4.261428571428572;-6.248571428571429;-10.06;-16.44942857142857;-5.857142857142857;-10.601428571428572;-23.34714285714286;-5.371428571428572;-7.502857142857143;-5.3999999999999995;-7.382857142857143;-3.39;-4.441071428571428;-12.815714285714284;-2.347142857142857;-5.32;-2.6271428571428572;-5.341428571428572;-5.945714285714286;-6.232857142857143;-1.5728571428571427;-2.3442857142857143;-6.562857142857142;-9.477142857142857;-9.837142857142856
2006-07-16;-8.508571428571429;-2.064285714285714;-14.40857142857143;-2.4371428571428573;-3.712857142857143;-5.414285714285714;-8.662857142857144;-9.06;-2.1928571428571426;-7.008571428571429;-7.635714285714286;-9.44;-3.108571428571428;-10.517142857142858;-13.527142857142858;-4.451428571428571;-6.424285714285714;-10.162857142857144;-16.771857142857144;-5.95;-10.70857142857143;-23.464285714285715;-5.448571428571428;-7.659999999999999;-5.522857142857142;-7.514285714285714;-3.4457142857142857;-4.549821428571429;-12.955714285714285;-2.3557142857142854;-5.474285714285714;-2.717142857142857;-5.418571428571428;-6.045714285714285;-6.272857142857142;-1.5942857142857143;-2.358571428571428;-6.738571428571428;-9.708571428571428;-9.87142857142857
2006-07-23;-8.55;-2.15;-14.549999999999999;-2.7157142857142853;-3.7914285714285714;-5.604285714285714;-8.702857142857143;-9.200000000000001;-2.23;-7.22;-7.708571428571429;-9.610000000000001;-3.1999999999999997;-10.598571428571429;-13.631428571428572;-4.58;-6.701428571428572;-10.257142857142856;-17.094285714285714;-6.0442857142857145;-10.87142857142857;-23.58857142857143;-5.512857142857143;-7.7628571428571425;-5.64;-7.6414285714285715;-3.4971428571428573;-4.658571428571428;-13.075714285714286;-2.4914285714285715;-5.588571428571428;-2.8114285714285714;-5.482857142857143;-6.119999999999999;-6.307142857142857;-1.6271428571428572;-2.3642857142857143;-6.895714285714286;-9.888571428571428;-9.924285714285714
2006-07-30;-8.581428571428571;-2.2114285714285713;-14.685714285714285;-3.087142857142857;-3.837142857142857;-5.792857142857143;-8.767142857142856;-9.317142857142857;-2.274285714285714;-7.43;-7.78;-9.816;-3.2542857142857144;-10.678571428571429;-13.74;-4.6814285714285715;-7.032857142857144;-10.354285714285714;-17.287142857142857;-6.12;-10.997142857142858;-23.712857142857143;-5.582857142857143;-7.885714285714286;-5.761428571428572;-7.747142857142856;-3.5471428571428567;-4.757142857142857;-13.182857142857143;-2.5885714285714285;-5.707142857142857;-2.9114285714285715;-5.5528571428571425;-6.1899999999999995;-6.335714285714286;-1.65;-2.38;-7.038571428571428;-10.072857142857144;-9.975714285714286
2006-08-06;-8.59;-2.257142857142857;-14.832857142857142;-3.4175;-3.9200000000000004;-5.987142857142857;-8.827142857142857;-9.4;-2.3285714285714287;-7.714285714285714;-7.838571428571428;-10.022;-3.3242857142857143;-10.735714285714286;-13.847142857142858;-4.8342857142857145;-7.2;-10.448571428571428;-17.490000000000002;-6.234166666666667;-11.001428571428573;-23.827142857142857;-5.652857142857143;-8.028571428571428;-5.901428571428572;-7.828571428571428;-3.597142857142857;-4.857142857142857;-13.287142857142857;-2.692857142857143;-5.8342857142857145;-3.011428571428571;-5.622857142857143;-6.274285714285715;-6.364285714285714;-1.6657142857142857;-2.39;-7.155714285714287;-10.272857142857143;-10.034285714285714
2006-08-13;-8.622857142857143;-2.317142857142857;-14.95857142857143;-3.6835833333333334;-3.96;-6.18;-8.892857142857142;-9.484285714285715;-2.3842857142857143;-7.928571428571429;-7.8999999999999995;-10.228;-3.38;-10.831428571428571;-13.947142857142856;-4.951428571428571;-7.42;-10.532857142857143;-17.701428571428572;-6.348333333333334;-11.107142857142858;-23.945714285714285;-5.72;-8.147142857142857;-6.041428571428571;-7.898571428571429;-3.64;-4.944285714285714;-13.388571428571428;-2.8185714285714285;-5.99;-3.108571428571428;-5.6899999999999995;-6.352857142857142;-6.392857142857143;-1.6885714285714286;-2.4;-7.275714285714286;-10.452857142857143;-10.112857142857141
2006-08-20;-8.644285714285715;-2.3614285714285717;-15.077142857142857;-3.9496666666666664;-4.01;-6.361428571428571;-8.93142857142857;-9.551428571428572;-2.4271428571428575;-8.104285714285714;-7.954285714285715;-10.271428571428572;-3.4085714285714284;-10.882857142857143;-14.038571428571428;-5.055714285714286;-7.554285714285714;-10.60142857142857;-17.898571428571426;-6.4625;-11.217142857142857;-24.057142857142857;-5.781428571428571;-8.241428571428571;-6.140000000000001;-7.961428571428572;-3.682857142857143;-4.985714285714286;-13.455714285714285;-2.9;-6.101666666666667;-3.205714285714286;-5.751428571428571;-6.404285714285714;-6.417142857142857;-1.7028571428571428;-2.404285714285714;-7.357142857142857;-10.61;-10.184285714285712
2006-08-27;-8.665714285714285;-2.3971428571428572;-15.200000000000001;-4.21575;-4.051428571428572;-6.5371428571428565;-8.981428571428571;-9.61;-2.467142857142857;-8.247142857142858;-7.99;-10.444285714285714;-3.3728571428571428;-10.947142857142856;-14.144285714285715;-5.192857142857143;-7.732857142857143;-10.641428571428573;-18.114285714285714;-6.576666666666667;-11.234285714285715;-24.15285714285714;-5.854285714285714;-8.36;-6.201428571428572;-7.9957142857142856;-3.7271428571428573;-5.015714285714286;-13.52;-2.967142857142857;-6.135833333333333;-3.2914285714285714;-5.824285714285714;-6.485714285714286;-6.441428571428572;-1.7157142857142857;-2.4199999999999995;-7.425714285714285;-10.790000000000001;-10.185714285714285
2006-09-03;-8.678571428571429;-2.435714285714286;-15.31;-4.481833333333333;-4.104285714285714;-6.6971428571428575;-9.012857142857142;-9.661428571428571;-2.5042857142857144;-8.371428571428572;-8.015714285714285;-10.527142857142858;-3.4271428571428575;-10.995714285714286;-14.237142857142857;-5.295714285714285;-7.8585714285714285;-10.68142857142857;-18.304285714285715;-6.652857142857143;-11.164285714285715;-24.240000000000002;-5.917142857142857;-8.461428571428572;-6.267142857142857;-8.005714285714285;-3.767142857142857;-5.078571428571428;-13.578571428571427;-3.0585714285714287;-6.17;-3.37;-5.887142857142857;-6.554285714285713;-6.4628571428571435;-1.7257142857142858;-2.4271428571428575;-7.518571428571429;-10.95142857142857;-10.155714285714286
2006-09-10;-8.698571428571428;-2.4728571428571433;-15.42;-4.747916666666667;-4.13;-6.838571428571428;-9.067142857142857;-9.72;-2.5500000000000003;-8.481428571428571;-8.040000000000001;-10.602857142857143;-3.52;-11.04857142857143;-14.324285714285713;-5.408571428571428;-8.164285714285715;-10.764285714285714;-18.502857142857145;-6.76;-11.154285714285715;-24.334285714285716;-5.984285714285714;-8.578571428571427;-6.372857142857143;-8.032857142857143;-3.8042857142857143;-5.171428571428572;-13.643333333333333;-3.2114285714285713;-5.63125;-3.4442857142857144;-5.954285714285715;-6.634285714285714;-6.484285714285714;-1.7442857142857144;-2.437142857142857;-7.611428571428571;-11.107142857142858;-10.155714285714286
2006-09-17;-8.74;-2.4971428571428573;-15.512857142857143;-5.014;-4.167142857142857;-6.97;-9.097142857142858;-9.782857142857143;-2.552857142857143;-8.594285714285714;-8.085714285714285;-10.654285714285715;-3.4814285714285718;-11.074285714285713;-14.402857142857142;-5.45;-8.15857142857143;-10.858571428571429;-18.66142857142857;-6.837142857142857;-11.27;-24.425714285714285;-6.035714285714286;-8.657142857142857;-6.467142857142858;-8.065714285714286;-3.8385714285714285;-5.24;-13.642777777777777;-3.1557142857142857;-5.0925;-3.52;-6.005714285714285;-6.645714285714286;-6.505714285714285;-1.7157142857142857;-2.4185714285714286;-7.692857142857143;-11.219999999999999;-10.212857142857144
