date_mesure,B,C,A,D,E
2015-05-14,1.03521825169931,0.2993412084944659,0.5798269435858445,0.9550375372922286,0.15030981008838434
2015-05-21,0.9688719248327964,-0.13326751507742834,0.44161228590303536,0.8805000103153714,0.12528834746519457
2015-05-28,0.924519652609499,-0.4072013812667916,0.308480447297512,0.8028958234687326,0.08176906032798208
2015-06-04,0.8555769399306046,-0.6136146744363549,0.17299035038590854,0.6245732490822309,0.08190389998343442
2015-06-11,0.8152158069521006,-0.6319470100516114,0.08014012280011175,0.5110565985368358,0.18800710676814375
2015-06-18,0.7268344501222421,-0.6731640668197646,-0.018046043162673456,0.4502208973199615,0.3596620811727682
2015-06-25,0.63921340220262,-0.8714268775775909,-0.12984788174397882,0.32238185516005946,0.4606555122357814
2015-07-02,0.5053564769054879,-1.0208613698981195,-0.25052364502800434,0.1792096879651393,0.6325967043536045
2015-07-09,0.4555708706451943,-1.135669746843141,-0.37073329742901595,0.012870320081817654,0.7482836246510641
2015-07-16,0.44477629386793704,-1.2258391671286755,-0.482148906551491,-0.1462785049528248,0.8774068333952708
2015-07-23,0.4784713039578865,-1.2781827562521966,-0.5733813351245003,-0.23638748959374384,0.9728152203952627
2015-07-30,0.37881053499233874,-1.2976177497207049,-0.6729459723131177,-0.340876233697152,0.9925001840982499
2015-08-06,0.33725376630175385,-1.2391173369982442,-0.7379760649656761,-0.3977202397686982,0.9735059570748177
2015-08-13,0.34274563111006584,-1.2283001312589181,-0.7865831976849604,-0.44380027415671425,1.0774563251380858
2015-08-20,0.3401398200966561,-1.2664047696205272,-0.8448248457764116,-0.5210231711768721,1.0974704626666705
2015-08-27,0.35662820426460295,-1.2873595591435825,-0.8991100228501926,-0.6142080924441415,1.143040481786352
2015-09-03,0.3937515246896238,-1.3081154495309812,-0.951570361176933,-0.7147964126761831,1.1089750081603396
2015-09-10,0.43132793324440044,-1.2359546790979365,-0.9729674972927009,-0.695565152863043,0.8766572899772558
2015-09-17,0.4573746822963021,-0.5190176348943308,-0.8870981143419732,-0.6504691179975004,0.7867635415534358
2015-09-24,0.4209597008472389,-0.8018448971138331,-0.8883997178037332,-0.6905779992720433,0.5547531752516339
2015-10-01,0.4056659672943883,-0.9323336085974869,-0.9019650043073415,-0.7062772294726698,0.2566731607643138
2015-10-08,0.3671315167092606,-0.8825332430974322,-0.9004229988995793,-0.7676029125518191,0.21146470449859112
2015-10-15,0.28260023539799095,-1.0383300189703562,-0.9166473673867125,-0.8558698198944836,-0.005074835888178031
2015-10-22,0.23030565776211365,-1.140367414880684,-0.9513462271485191,-0.9114544316877932,-0.25212934330622316
2015-10-29,0.18857750792794414,-1.041626770204028,-0.9485173378584599,-0.9430208909859829,-0.37355762537835957
2015-11-05,0.12345155588801493,-1.1062236219671444,-0.976684279590589,-0.9748603590264282,-0.3960646864261469
2015-11-12,0.04900581982964791,-1.1909290796452248,-1.0301790009311749,-0.9930776241428227,-0.3307287310325834
2015-11-19,0.08232149309210873,-0.31402369922155193,-0.8779859058144177,-0.9746293717682559,-0.14665737868637113
2015-11-26,0.18438518043042507,-0.0774188089271245,-0.8261519297699935,-1.021715088085346,-0.2437549348148738
2015-12-03,0.15611164542940603,-0.2751166030725891,-0.8823583436577082,-1.0463610077132628,-0.42038518917385975
2015-12-10,0.11266341958208004,-0.49384888777377733,-0.8841020594151746,-0.9954258539800076,-0.6041597567228298
2015-12-17,0.07932082377321692,-0.5605355192694204,-0.8861050085822197,-0.9227290173907646,-0.6415708356893899
2015-12-24,0.050859163415686304,-0.6272803201596262,-0.886093449823298,-1.016949047064053,-0.6880850762853528
2015-12-31,0.2024294774141065,-0.2817203927529338,-0.8246997617702134,-0.953939976429927,-0.7727444325279458
2016-01-07,0.2920456740971241,0.8407791971447016,-0.32856792563469034,-0.8363810612485159,-0.4628799700401332
2016-01-14,0.2570008076299334,0.9583238593097068,-0.06559029807651673,-0.8551075686313439,-0.4191557816487337
2016-01-21,0.1653441982102665,0.4475491594283415,-0.10783516951060182,-0.88052644044063,-0.6543441807191546
2016-01-28,0.15150084095087457,1.0585490494402128,0.014793613227743418,-0.7793896119344216,-0.47415813622341363
2016-02-04,0.3073910824238984,1.5741149820221856,0.3824827057253737,-0.5843179831892803,-0.47066184060135596
2016-02-11,0.4602332844010939,1.879442740030703,0.9688552891534102,-0.40664829710139094,-0.6665887342111518
2016-02-18,0.47681712530757014,1.4778195856861571,1.0532971744877866,-0.3545303701706215,-0.8669779668636051
2016-02-25,0.5496081524544977,1.424424644286264,1.0291172222555025,-0.19143824129101283,-0.8152941121431331
2016-03-03,0.5946521137816065,1.6844515108676033,1.2252731191598867,-0.024418630891336113,-0.8268148521509804
2016-03-10,0.4903312051187103,1.3774755834685475,1.177650434282887,0.006267493876605079,-0.8813908658149893
2016-03-17,0.5094363646367113,0.7002562845024921,0.8362070659009682,0.05645592519885273,-1.0554739856820965
2016-03-24,0.49742417660132876,0.2896522878057631,0.6029491132418671,0.08862233495049784,-1.1219157638056112
2016-03-31,0.5279750257588083,0.48337606187762466,0.538393797378721,0.12606223725523097,-1.0069357747018863
2016-04-07,0.5772518671047545,0.8443215311285159,0.5541502389837016,0.186259370128821,-0.7132269034904061
2016-04-14,0.5586658250124642,1.353090129436354,0.8576083785123585,0.2641702875732286,-0.46499088431353397
2016-04-21,0.5796538953273551,1.3537460067282245,0.9051595626226059,0.40577101318118214,-0.5423601767385324
2016-04-28,0.5499951542192306,0.8828796075852694,0.9688841402348642,0.3948393143071423,-0.6442598128193316
2016-05-05,0.5818491977026903,0.533480984952671,0.8139655405978985,0.49887522315363947,-0.2828185420039241
2016-05-12,0.6550903608961759,0.9384734723944941,1.08636796418009,0.5599543065888126,-0.14531529733823
2016-05-19,0.6892267171618394,0.7346616232927268,1.1283651399475445,0.6037265510443856,-0.08803583147069394
2016-05-26,0.7951132664132287,1.136309041810875,1.3599706699480394,0.6921666478644629,-0.23751326254124394
2016-06-02,1.1760894155774717,1.6305064047266404,1.7333173589153992,0.8657157134803886,-0.4388255825018972
2016-06-09,1.4232349402506177,1.4333273767585437,1.5291472888698654,0.9912681514337893,-0.3675972311640281
2016-06-16,1.535306714245129,1.4410509527854163,1.4338570057877469,1.0514094574540966,-0.24560776852576693
2016-06-23,1.6089107029525016,0.9499303147419751,1.264290861444005,1.0680771438873982,-0.12013786089150935
2016-06-30,1.5380463997522453,0.37872287537051946,1.0715783589855825,0.9987931680110637,-0.09642183871043852
2016-07-07,1.4702234814340434,-0.027365744250409718,0.8705411444971768,0.9351321545070345,-0.06576640459356964
2016-07-14,1.3823055197199325,-0.21799844083530717,0.6763646930786862,0.8206108036435611,-0.011298125098674006
2016-07-21,1.3388628080119598,-0.38309253487169886,0.5307867560436066,0.7285664332012397,0.03616596440370615
2016-07-28,1.23719764390136,-0.5583031189819286,0.3405821325087553,0.6121199498378157,0.11079941559681843
2016-08-04,1.131844830569652,-0.6233243623347651,0.19208923651935308,0.4906109903983002,0.11388062516848274
2016-08-11,1.031448181356107,-0.7994624537430997,0.05688833066535362,0.39489305952457815,0.15187999018750403
2016-08-18,0.9935921750655309,-0.8443253476294905,-0.04090831552403543,0.3006114636086634,0.21975745264280747
2016-08-25,0.8973879176232747,-0.9703059994661497,-0.21463629655509736,0.16803298946561845,0.3212148971868729
2016-09-01,0.838334638658587,-1.0398821169968224,-0.31377071461062134,0.044567823285391106,0.3636498396503331
2016-09-08,0.8184894920923641,-1.113709215500546,-0.4308560534986104,-0.05323524096071153,0.4008936899330836
2016-09-15,0.809950878267496,-0.9576422364379622,-0.4807150156829108,-0.13071827125429014,0.4177294508049326
2016-09-22,0.7716093655515688,-0.9802329978395761,-0.5473096668693808,-0.25127044107626595,0.33614602059198156
2016-09-29,0.7462771928091669,-0.9924508657999866,-0.6212650268653749,-0.28059583363960794,0.24290172717371256
2016-10-06,0.7074044634428098,-1.068403573851632,-0.6668145567661204,-0.30749863157359475,0.08759702210369014
2016-10-13,0.714977308665811,-0.9246484351144499,-0.6948309909901218,-0.3581641169519223,-0.16161595146593705
2016-10-20,0.67712582703696,-0.7941226081978112,-0.7198270820583903,-0.46643938706402166,-0.22865164307205407
2016-10-27,0.6139528234221301,-0.6085795092395431,-0.7625776027835802,-0.5053352832395086,-0.19173168307288094
2016-11-03,0.6615303320652753,-0.5558834318421237,-0.7386732024429219,-0.5066212599281472,-0.2906905766676067
2016-11-10,0.6166106244026015,0.23964920707959622,-0.6691909281220758,-0.5925100909873644,-0.27879770672176296
2016-11-17,0.7178351212232563,0.5201325725950633,-0.4984393748221053,-0.5354162850277484,-0.32048276187908953
2016-11-24,0.6908764519278405,0.6222049541246911,-0.1871477127390342,-0.5171812187658662,-0.6090550957706524
2016-12-01,0.6586892980598132,0.14847449965754822,-0.2341470815661254,-0.5489403987568136,-1.0021006179449934
2016-12-08,0.6081078843634884,-0.1436629337907966,-0.3106175372075512,-0.5715377848422838,-1.1244565830911117
2016-12-15,0.5911134916405543,-0.3167466418322724,-0.37676415324172136,-0.61800711934257,-1.250757350602398
2016-12-22,0.5300342996823082,-0.3344589945557693,-0.4418779006901296,-0.691904451631099,-1.2109339767994127
2016-12-29,0.5112076400825696,-0.4268427640458333,-0.4537490405738826,-0.654927773808262,-1.2405638729809896
2017-01-05,0.4769254879991796,-0.5009270659669127,-0.48679844172237574,-0.6985236833236996,-1.1375012175384343
2017-01-12,0.46253166008605084,-0.20532806945703422,-0.4405364844700736,-0.7088778288363252,-1.067246834934196
2017-01-19,0.4065521063600279,-0.251445922301415,-0.45419810032002705,-0.7669424461804073,-0.9592224522804442
2017-01-26,0.40499359321007733,-0.3239354128025027,-0.6206245190657458,-0.7947947586427847,-0.9769809565723757
2017-02-02,0.41818989263584727,0.38553632825419515,-0.4811604300597855,-0.701438771837662,-0.3937611574231913
2017-02-09,0.4014390894838398,0.5712729186474622,-0.3013103682072086,-0.7172772680550766,-0.29750605992011236
2017-02-16,0.4044363356643506,0.2795817742186586,-0.26560615991259034,-0.6976890688829656,-0.6089523012554406
2017-02-23,0.44841694836352314,0.17571816333179263,-0.2656025148990659,-0.6120809650104909,-0.45429503286445855
2017-03-02,0.4989170892742728,1.2720731594138095,0.04140667027720668,-0.5718290557517127,-0.3090109493019
2017-03-09,0.5618252700086643,1.389265865649752,0.42281788420390376,-0.6198601523594526,-0.4158700147110014
2017-03-16,0.6201788871661847,0.6910123242903201,0.33590611243955776,-0.539370598380597,-0.4154221957441284
2017-03-23,0.5550485727033416,0.5152117557986994,0.3758396048787503,-0.5206369964358202,-0.3048453950564827
2017-03-30,0.5205393554931874,0.24802774338247308,0.31288054385387365,-0.46391686501252105,-0.32478384355619416
2017-04-06,0.45628844949810543,-0.03270884319800695,0.2200317393035658,-0.5397664355763634,-0.3031615094699904
2017-04-13,0.38405683252868505,-0.2765067750009219,0.11559729561201854,-0.5948703785052906,-0.3048179456820266
2017-04-20,0.33054736298191423,-0.43098927948893084,0.0035111070952515144,-0.6324029042402793,-0.3777027332319317
2017-04-27,0.3326368636608681,-0.3989737550199356,-0.10266320027557507,-0.6085955878645775,-0.3116059795600758
2017-05-04,0.3139856283451318,-0.15284294881650395,-0.15536938806803063,-0.5908871544416391,-0.19396583825333846
2017-05-11,0.2950648418466035,-0.01896366498596562,-0.21207592711430545,-0.5973685038060641,0.07515319478764379
2017-05-18,0.26528490871069316,-0.10515535021706196,-0.24753194728904226,-0.6125504150586711,0.2759740518927912
2017-05-25,0.21007245173268546,-0.3828993361862,-0.3127273570649606,-0.7093230818756127,0.5399241585854986
2017-06-01,0.17898621303226847,-0.415017788038687,-0.3671581121870812,-0.796483716712387,0.6483101040932047
2017-06-08,0.12428780011771068,-0.581979425233792,-0.4408472540690881,-0.8539593393539244,0.7292622921412947
2017-06-15,0.06960264634622448,-0.8042654494903492,-0.5251829634395924,-0.9608088250388673,0.8305039244590148
2017-06-22,0.04657791366947661,-0.9759666484393286,-0.6065284920129261,-1.0732055617054281,0.9358681549097521
2017-06-29,0.031504792855287844,-0.8522427035038813,-0.6222623499562973,-1.0709203143879247,0.9820803271664514
2017-07-06,0.08022865522967848,-0.9700585485303788,-0.729437463251664,-1.161327701744356,0.8532053196769505
2017-07-13,0.021559350868534777,-1.0343959542772856,-0.7873543786027316,-1.1823441889752702,0.8057898137171076
2017-07-20,-0.030531323304045843,-1.0690782492399364,-0.8510004302875749,-1.227945514939784,0.8283778473357891
2017-07-27,-0.06911406396380193,-1.0925226352838244,-0.9288539870386123,-1.281770891855958,0.8547916942902499
2017-08-03,-0.11308211877470009,-1.19888712708752,-0.9774198320742533,-1.355857703142818,0.8852094942364553
2017-08-10,-0.18095948682938645,-1.238452914639388,-1.0261195991169136,-1.4283802603319213,0.8923809129127787
2017-08-17,-0.21253662136523999,-1.2985233523503543,-1.0886209267491502,-1.4957125201177623,0.9253025473503442
2017-08-24,-0.20588235835982682,-1.3674535941523078,-1.1720107405568814,-1.5679787867232624,1.0160595446795495
2017-08-31,-0.19660263417956847,-1.268632987769797,-1.1838310936454208,-1.6045748695844435,0.9799380555290484
2017-09-07,-0.17303797848221503,-1.3228851037116414,-1.227141510291823,-1.5435981094705018,1.014462259094092
2017-09-14,-0.12349066916823292,-1.1854408199893212,-1.2625176398262306,-1.6238586319532287,0.9686549496918655
2017-09-21,-0.13206390091108877,-1.2118307750458805,-1.2902378563956027,-1.676971380036497,0.7929583497251209
2017-09-28,-0.19384221610166197,-1.2150059804156195,-1.3143668345158972,-1.7084384083209614,0.6223447638818544
2017-10-05,-0.19780852398667237,-1.1478217259376278,-1.3149221666504611,-1.737820522346186,0.6737103557488853
2017-10-12,-0.23813552070589916,-1.2660432507100066,-1.3705407665703435,-1.8075013307224332,0.5073380131799088
2017-10-19,-0.344250926168012,-1.3240506115667776,-1.393022031822531,-1.8607089920116051,0.3851489328294806
2017-10-26,-0.4309011567510874,-1.335661395289284,-1.4353234080565556,-1.9108204533514814,0.3707198393639197
2017-11-02,-0.4520769943308338,-1.2638602421252978,-1.4425901324950485,-1.907946881068046,0.32934810740612885
2017-11-09,-0.4774578866407726,-0.6568038290027574,-1.4569937248847604,-1.9270539217478406,0.4274705136936866
2017-11-16,-0.48740177367967447,-0.5405454347944185,-1.4469142522394018,-1.9327627875089244,0.47578165758727553
2017-11-23,-0.4544661337127637,-0.23739097474061133,-1.4253116935204413,-1.8939739001802005,0.36496193918694475
2017-11-30,-0.4890956973877093,-0.04330995569147278,-1.3560342263175018,-1.8003196939263972,0.26202585419869484
2017-12-07,-0.369696093849207,0.4183366758570176,-1.1766883455576405,-1.7015573379691045,0.14034937087185462
2017-12-14,-0.3581471764141251,1.0692659214992062,-0.6981115255945322,-1.6801885631446165,0.2053396140375209
2017-12-21,-0.25032138869761283,0.7502503018464057,-0.46297823471005944,-1.534947009326621,-0.22540917613483646
2017-12-28,-0.1888769799738111,1.1217403147240934,-0.15507670230202597,-1.3696986818873267,-0.14115996628873606
2018-01-04,-0.00014753727396654703,1.8230390957658305,0.7573955672207873,-1.2040897084287328,0.006876153019888531
2018-01-11,0.04200833968659723,1.334041703226124,0.9860649175816961,-1.072148931366371,-0.42243695282068294
2018-01-18,0.16671941928584444,1.7948480434797953,1.3326506538666285,-0.8542979942377056,-0.44407019787904534
2018-01-25,0.3852662892466875,1.862676150109323,1.7800805685768435,-0.6232924241406483,-0.5519058737927844
2018-02-01,0.7329273427930901,1.6161580455834565,1.814771127917811,-0.3079210206413343,-0.7144038194834492
2018-02-08,0.7932756316025167,1.1822863750120347,1.683709117625324,-0.08629275744613374,-0.9913311407957531
2018-02-15,0.8343833900482489,1.604253884032887,1.7537486514895368,0.05003489070940148,-1.026314074299828
2018-02-22,0.8597226304660546,1.138215922690811,1.668628363227565,0.15784244914745738,-1.15756864370928
2018-03-01,0.9933013472388581,0.8704370121700606,1.5004507509972669,0.30122922118676987,-1.253505478358918
2018-03-08,0.922080663209616,1.1173863605391807,1.4865098063839548,0.3560429662495882,-1.004816012785037
2018-03-15,0.9510904565223494,1.6290594008701162,1.8693976600770892,0.5459679696005569,-1.284846709501441
2018-03-22,0.9299901591697067,1.102055074415824,1.7232558258585629,0.6909639952187452,-1.52162182707328
2018-03-29,0.9817380248529886,1.2368411120917593,1.70555327503167,0.8204306440653598,-1.274297296456212
2018-04-05,0.9911101822248505,1.150012196992889,1.6857365803428457,0.9403589951166724,-1.0513038356708966
2018-04-12,0.9275131074744984,0.6427051047690269,1.4894907418191308,0.8577276358228416,-0.851518739696965
2018-04-19,0.8481414053608185,0.2147013939821944,1.2178109163978719,0.8240351303152587,-0.6395545560639898
2018-04-26,0.8197389822748067,-0.0077589091904714524,1.0516362355383122,0.8610337972861046,-0.5315731295226394
2018-05-03,0.7592605043549875,-0.1965484493785441,0.8802566736637476,0.7706847626146716,-0.40781352518497305
2018-05-10,0.7430225065651297,0.0046673142535984535,0.815257257097561,0.7515507578530074,-0.39149036133671117
2018-05-17,0.797047383901909,0.2023367397017245,0.77322515859594,0.735105526669881,-0.06625717967283884
2018-05-24,0.7290548310448619,-0.04617888465434605,0.6349249172266149,0.670751020545715,0.0848766876097467
2018-05-31,0.7148881285544844,0.07722239411415388,0.6176199615883243,0.6698139739983674,0.33634529441603134
