code_bss;id_requete
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
10972X0098_FE1;948c8d69-2c59-427a-982e-0f91b3fdc517
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
10972X0098_FE1;948c8d69-2c59-427a-982e-0f91b3fdc517
09903X0113_F1;6843b877-6641-4031-9154-ff56f29ffb03
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
10972X0098_FE1;948c8d69-2c59-427a-982e-0f91b3fdc517
09903X0113_F1;6843b877-6641-4031-9154-ff56f29ffb03
10163X0157_F1;0a179d0a-aadd-46e5-a989-74e4b97ed120
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
10972X0098_FE1;948c8d69-2c59-427a-982e-0f91b3fdc517
09903X0113_F1;6843b877-6641-4031-9154-ff56f29ffb03
10163X0157_F1;0a179d0a-aadd-46e5-a989-74e4b97ed120
09395X0059_F1;445d1aca-7fc7-4005-8d8d-b68f5f71e507
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
10972X0098_FE1;948c8d69-2c59-427a-982e-0f91b3fdc517
09903X0113_F1;6843b877-6641-4031-9154-ff56f29ffb03
10163X0157_F1;0a179d0a-aadd-46e5-a989-74e4b97ed120
09395X0059_F1;445d1aca-7fc7-4005-8d8d-b68f5f71e507
09373X0026_CROSF1;d91f5225-27a6-42a8-8279-c9f2243a00ea
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
10972X0098_FE1;948c8d69-2c59-427a-982e-0f91b3fdc517
09903X0113_F1;6843b877-6641-4031-9154-ff56f29ffb03
10163X0157_F1;0a179d0a-aadd-46e5-a989-74e4b97ed120
09395X0059_F1;445d1aca-7fc7-4005-8d8d-b68f5f71e507
09373X0026_CROSF1;d91f5225-27a6-42a8-8279-c9f2243a00ea
09906X0161_PZ1;7332727e-298b-4b63-8344-eea52a127cc4
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
10972X0098_FE1;948c8d69-2c59-427a-982e-0f91b3fdc517
09903X0113_F1;6843b877-6641-4031-9154-ff56f29ffb03
10163X0157_F1;0a179d0a-aadd-46e5-a989-74e4b97ed120
09395X0059_F1;445d1aca-7fc7-4005-8d8d-b68f5f71e507
09373X0026_CROSF1;d91f5225-27a6-42a8-8279-c9f2243a00ea
09906X0161_PZ1;7332727e-298b-4b63-8344-eea52a127cc4
10384X0073_PZ1;85ecf820-f5be-4c97-9bf0-4a175e45e4af
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
10972X0098_FE1;948c8d69-2c59-427a-982e-0f91b3fdc517
09903X0113_F1;6843b877-6641-4031-9154-ff56f29ffb03
10163X0157_F1;0a179d0a-aadd-46e5-a989-74e4b97ed120
09395X0059_F1;445d1aca-7fc7-4005-8d8d-b68f5f71e507
09373X0026_CROSF1;d91f5225-27a6-42a8-8279-c9f2243a00ea
09906X0161_PZ1;7332727e-298b-4b63-8344-eea52a127cc4
10384X0073_PZ1;85ecf820-f5be-4c97-9bf0-4a175e45e4af
09388X0108_PZ1;2b72b79b-44ab-4c07-a7e7-0b2cc8fe079d
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
10972X0098_FE1;948c8d69-2c59-427a-982e-0f91b3fdc517
09903X0113_F1;6843b877-6641-4031-9154-ff56f29ffb03
10163X0157_F1;0a179d0a-aadd-46e5-a989-74e4b97ed120
09395X0059_F1;445d1aca-7fc7-4005-8d8d-b68f5f71e507
09373X0026_CROSF1;d91f5225-27a6-42a8-8279-c9f2243a00ea
09906X0161_PZ1;7332727e-298b-4b63-8344-eea52a127cc4
10384X0073_PZ1;85ecf820-f5be-4c97-9bf0-4a175e45e4af
09388X0108_PZ1;2b72b79b-44ab-4c07-a7e7-0b2cc8fe079d
10906X0038_C2-2;a74a768e-43d4-493f-8b39-3f533a2d2e50
09654X0569_CNRP20;c544752a-85bc-4f94-b0cc-1ea438e29022
08592X0175_FOR170;837d7039-a1fb-4ebc-9748-a075a86cdd63
09892X0679_EXH70;92a9cb78-c86a-4d0b-be16-f0ba7c23d279
10615X0047_F0;c16c012f-588a-440e-a242-166388d0f7b1
09648X0083_F90-1;646b8305-4c82-4ad2-8ab3-d02138f29115
10906X0039_C2-1;e33e1ff7-e302-4727-a41d-d6d7463b5a41
10964X0119_NYLS-1;4d320300-64c1-4392-83dd-e6c388cb60a2
10602X0001_111111;721b995e-4671-41dd-a5e2-815bd97d29a9
10398X0063_111111;b938eff4-f300-45b4-8aa9-52a1c1f0f17e
10383X0025_111111;fcf2ba90-86fe-433d-9ffb-b1e455aa4475
09645X0035_111111;295f7f30-e968-4907-ad87-bcc7132c46b3
09364X0017_111111;7530df0b-fea0-40d4-836f-e7bd13391e0c
08635X0015_LZG211;90907dff-fdd1-413b-8a93-f9336cfb649e
09914X0391_V1191;8d0325b1-b6c1-4409-b000-b64eaf1e9aa4
10388X0001_OUPIA1;53bb77df-6f80-4c9c-820f-6d85a8e8d241
10155X0054_PEYTA1;a641f43b-2f78-4ecf-8f35-a39935112439
10136X0222_C1;21e676c6-6975-4bc5-8ddb-8fef0f6a6268
10972X0098_FE1;948c8d69-2c59-427a-982e-0f91b3fdc517
09903X0113_F1;6843b877-6641-4031-9154-ff56f29ffb03
10163X0157_F1;0a179d0a-aadd-46e5-a989-74e4b97ed120
09395X0059_F1;445d1aca-7fc7-4005-8d8d-b68f5f71e507
09373X0026_CROSF1;d91f5225-27a6-42a8-8279-c9f2243a00ea
