date_mesure;02211X0023_CHE101;02582X0268_P11;02582X0208_F1;01541X0038_F1;01825X0091_P1;01258X0020_S1;01516X0021_S1;01812X0002_S1;02203X0002_S1;01853X0002_S1;02206X0022_S1;02943X0013_S1;01551X1013_S1;01516X0004_S1;02931X0008_S1;02603X0009_S1;02566X0019_S1;01834A0153_PZ1;02583X0065_P12;01837A0096_F2;02182X0004_P2;02594X0094_P13;02596X0045_P14;02606X0112_G5;02215X0049_P5;02218X0033_P6;02584X0024_FCH7;01522X0069_PZ2008;02184X0099_F48;02207X0069_P8;02208X0036_FCH9;02578X0043_F;02936X5004_F;01531X0047_F;02173X0008_F;01534X0049_F;02565X0019_P
2017-10-19;-61.027142857142856;-28.87;-44.86714285714286;-38.13428571428572;-7.924285714285714;-18.88714285714286;-20.66;-12.12857142857143;-44.214285714285715;-4.474285714285714;-41.22571428571428;-18.298571428571428;-31.30142857142857;-20.56714285714286;-41.20285714285715;-15.997142857142856;-21.939999999999998;-8.14;-46.81857142857143;0.22714285714285715;-38.33714285714286;-29.392857142857142;-26.169999999999998;-3.0028571428571427;-32.47571428571429;-15.235714285714286;-39.40428571428571;-14.675714285714287;-39.05428571428571;-41.55714285714286;-42.32142857142857;-30.47;-46.32714285714286;18.55142857142857;-19.535714285714285;-50.885714285714286;-20.919999999999998
2017-10-26;-61.06714285714286;-28.915714285714284;-44.90428571428571;-38.135714285714286;-7.97;-18.928571428571427;-20.677142857142858;-12.185714285714285;-44.24;-4.598571428571428;-41.271428571428565;-18.3;-31.29714285714286;-20.575714285714287;-41.208571428571425;-16.192857142857143;-21.945714285714285;-8.176666666666668;-46.87714285714286;0.09285714285714286;-38.354285714285716;-29.415714285714284;-26.344285714285714;-2.8657142857142857;-32.49285714285714;-15.431428571428572;-39.43857142857143;-14.382857142857144;-39.11142857142857;-41.61571428571428;-42.38428571428572;-30.437142857142856;-46.33285714285715;18.568571428571428;-19.544285714285714;-50.957142857142856;-20.922857142857143
2017-11-02;-61.01;-28.891428571428573;-44.86571428571428;-38.13142857142857;-7.968571428571429;-19.307142857142857;-20.685714285714287;-12.22;-44.21714285714285;-4.694285714285714;-41.24571428571429;-18.3;-31.29;-20.571428571428573;-41.17857142857143;-16.36857142857143;-21.915714285714284;-8.209999999999999;-46.86857142857143;-0.02333333333333333;-38.31142857142857;-29.400000000000002;-26.435714285714287;-2.93;-32.511428571428574;-15.551428571428572;-39.42142857142857;-14.391428571428573;-39.034285714285716;-41.60142857142857;-42.38285714285714;-30.391428571428573;-46.324285714285715;18.664285714285715;-19.53857142857143;-50.9;-20.897142857142857
2017-11-09;-61.00285714285714;-28.89428571428571;-44.94714285714286;-38.152857142857144;-8.004285714285714;-19.205714285714286;-20.701428571428572;-12.247142857142858;-44.17142857142857;-4.2;-41.30285714285714;-18.302857142857142;-31.30142857142857;-20.575714285714287;-41.11857142857143;-16.565714285714286;-21.91857142857143;-8.223333333333334;-46.901428571428575;0.01;-38.34571428571429;-29.451428571428572;-25.687142857142856;-2.837142857142857;-32.544285714285714;-15.442857142857141;-39.49571428571429;-14.365714285714287;-39.07714285714285;-41.65571428571428;-42.43857142857143;-30.405714285714286;-46.33;18.708571428571428;-19.541428571428572;-50.94571428571429;-20.90285714285714
2017-11-16;-61.00714285714286;-28.91857142857143;-44.91857142857143;-38.14714285714285;-8.02142857142857;-18.82857142857143;-20.68285714285714;-12.274285714285714;-44.23714285714285;-3.242857142857143;-41.300000000000004;-18.301428571428573;-31.292857142857144;-20.577142857142857;-41.128571428571426;-16.752857142857145;-21.91;-8.207142857142857;-46.879999999999995;0.08714285714285715;-38.33142857142857;-29.46;-25.552857142857142;-2.817142857142857;-32.52142857142857;-14.99;-39.49714285714286;-14.317142857142857;-39.07714285714286;-41.65428571428571;-42.424285714285716;-30.23857142857143;-46.332857142857144;18.754285714285714;-19.544285714285714;-50.962857142857146;-20.900000000000002
2017-11-23;-60.93857142857143;-28.90285714285714;-44.902857142857144;-38.144285714285715;-8.02142857142857;-18.861428571428572;-20.681428571428572;-12.284285714285714;-44.135714285714286;-3.072857142857143;-41.284285714285716;-18.305714285714284;-31.292857142857144;-20.57;-41.16833333333333;-16.93285714285714;-21.891428571428573;-8.21;-46.861428571428576;-0.06571428571428571;-38.308571428571426;-29.452857142857145;-25.27857142857143;-2.8885714285714283;-32.51428571428571;-14.814285714285715;-39.46;-14.228571428571428;-39.01428571428572;-41.635714285714286;-42.41428571428571;-30.109999999999996;-46.32285714285714;18.83857142857143;-19.54;-50.91285714285714;-20.88
2017-11-30;-60.94714285714286;-28.889999999999997;-45.04571428571428;-38.21;-8.075714285714286;-18.382857142857144;-20.68285714285714;-12.325714285714286;-44.07857142857143;-2.4314285714285715;-41.36714285714286;-18.314285714285713;-31.325714285714287;-20.585714285714285;-41.19285714285714;-17.11;-21.914285714285715;-8.114999999999998;-46.87428571428571;-0.2785714285714286;-38.39857142857143;-29.574285714285715;-24.98;-2.71;-32.51571428571429;-14.299999999999999;-39.574285714285715;-14.078571428571427;-39.144285714285715;-41.69714285714286;-42.45285714285715;-30.140000000000004;-46.34285714285714;18.798571428571428;-19.55857142857143;-51.041428571428575;-20.91
2017-12-07;-60.87571428571429;-28.762857142857143;-44.75857142857143;-38.082857142857144;-7.99;-17.907142857142855;-20.627142857142854;-12.231428571428571;-43.83;-1.7957142857142858;-41.12714285714286;-18.291428571428572;-31.25;-20.54714285714286;-41.13;-17.235714285714288;-21.844285714285714;-8.03;-46.61571428571428;-0.23285714285714285;-38.212857142857146;-29.375714285714285;-24.457142857142856;-2.825714285714286;-32.36857142857143;-13.757142857142856;-39.294285714285714;-13.855714285714285;-38.901428571428575;-41.48857142857143;-42.222857142857144;-30.212857142857143;-46.300000000000004;18.96142857142857;-19.52285714285714;-50.83428571428572;-20.860000000000003
2017-12-14;-60.854285714285716;-28.74857142857143;-44.94428571428572;-38.212857142857146;-8.054285714285713;-17.02285714285714;-20.562857142857144;-12.054285714285713;-43.11571428571428;-1.0514285714285714;-41.14142857142857;-18.315714285714286;-31.321428571428573;-20.535714285714285;-41.191428571428574;-17.177142857142858;-21.907142857142855;-7.756;-46.49857142857143;-0.3971428571428572;-38.40857142857143;-29.599999999999998;-23.027142857142856;-2.698571428571429;-32.294285714285714;-13.387142857142857;-39.49285714285714;-13.602857142857143;-39.1;-41.355714285714285;-42.09571428571429;-30.40142857142857;-46.33857142857143;18.89428571428571;-19.554285714285715;-51.01285714285715;-20.900000000000002
2017-12-21;-60.925714285714285;-28.685714285714287;-44.75285714285714;-38.137142857142855;-8.03;-17.178571428571427;-20.428571428571427;-11.897142857142857;-43.33571428571429;-1.1985714285714286;-40.871428571428574;-18.304285714285715;-31.268571428571427;-20.53;-41.145714285714284;-17.18;-21.888571428571428;-7.5649999999999995;-46.441428571428574;-0.4628571428571429;-38.30428571428571;-29.521428571428572;-23.667142857142856;-2.7257142857142855;-32.037142857142854;-13.117142857142856;-39.215714285714284;-13.445714285714287;-39.06;-41.08714285714286;-41.87571428571429;-30.268571428571427;-46.32571428571429;18.91;-19.55;-51.01142857142857;-20.900000000000002
