date_mesure,A,B,C
2013-09-19,-0.8833965881542012,1.156697928707371,0.10833534807987218
2013-09-26,-0.9267009909911872,1.0531960305442227,0.09928033761509003
2013-10-03,-0.9627251306092621,0.9678402833123545,0.016874332082093185
2013-10-10,-0.9678124783386002,0.8871190434836277,0.003473955289173658
2013-10-17,-0.8289873114563826,0.7425148625373086,-0.008308463878659994
2013-10-24,-0.7188296231492933,0.6872045458021817,-0.05341032244807553
2013-10-31,-0.18192075063489324,0.24802059496992013,-0.004730584740081839
2013-11-07,0.31567431219907743,-0.5475924061304397,0.062282180574925704
2013-11-14,0.4593528684597028,-0.5965540987072134,0.15442709023540602
2013-11-21,0.39942367390042227,-0.38565514536403067,0.17455006567096754
2013-11-28,0.29560339608335573,-0.20506891441731478,0.17850361711237572
2013-12-05,0.20354528837985486,-0.08913248687475987,0.177338160731459
2013-12-12,0.14169050589622184,0.0063555837761746226,0.19521715424400143
2013-12-19,0.4676487960613965,-0.09041202020453831,0.2713707251146993
2013-12-26,1.2205710640467802,-1.1000658794869744,0.5048021581871704
2014-01-02,1.4705985868608669,-1.5216683879286537,0.7074669631685568
2014-01-09,1.4185473220245681,-1.4153937826422802,0.8190773773825524
2014-01-16,1.5479165759680775,-1.731596975378506,0.9825073423419008
2014-01-23,1.6809998167833058,-1.7391534430970452,1.1739825800817467
2014-01-30,1.791529951507322,-2.0128642264379684,1.4977428656785343
2014-02-06,1.8639026361586928,-2.0045330230734963,1.7115304952065014
2014-02-13,1.9143090831507936,-2.0707660651818576,1.8803641831197346
2014-02-20,1.7537511958158265,-1.847926926074527,1.9666970206541343
2014-02-27,1.845906981926703,-1.7989064061118232,2.105349598353
2014-03-06,1.6220516181081672,-1.6553028808700394,2.044539670873479
2014-03-13,1.333586635331906,-1.3135106322998542,2.0604506605069224
2014-03-20,1.1995973048225674,-1.0294153543787816,2.128123311601671
2014-03-27,1.1234116383362376,-0.8689208247552994,2.0897701338282535
2014-04-03,0.9736521463531695,-0.7163390411807118,1.997102101950329
2014-04-10,0.7813795597948161,-0.547541383107487,1.8928212141562777
2014-04-17,0.6356085145549966,-0.38759018269364964,1.832197872497345
2014-04-24,0.5827599934153546,-0.2805588720524008,1.7630401928241215
2014-05-01,0.6467836810251453,-0.2331115500938976,1.7141198337373111
2014-05-08,0.5199902948136667,-0.12728422922055138,1.6509587447869294
2014-05-15,0.42706698155856215,-0.021366411317824574,1.6165447534504354
2014-05-22,0.4956844479188902,-0.24392889490952485,1.6189743839138542
2014-05-29,0.3978545149484448,-0.15152336136249028,1.5514577632169517
2014-06-05,0.30628146063759615,-0.059841074433109986,1.547733890688673
2014-06-12,0.13048706136006405,0.09436141137882342,1.4332499308929152
2014-06-19,-0.01988110770860113,0.32572726107420846,1.3591859915858557
2014-06-26,-0.08880208780756249,0.3852250048122247,1.0542650599547716
2014-07-03,-0.1341607194071272,0.26743251098095033,0.9503437707488273
2014-07-10,-0.18306824087459175,0.36481205131291417,1.0184934725940158
2014-07-17,-0.28142353889495797,0.452152592741503,0.9666404574667169
2014-07-24,-0.3575637690723155,0.5424225919822171,0.8800498583023504
2014-07-31,-0.4390427089177704,0.6944422799263149,0.796444575354515
2014-08-07,-0.2989312566203133,0.2700553251649492,0.7586630464721618
2014-08-14,-0.2269188610869065,0.0006786131560471906,0.7377440902892686
2014-08-21,-0.29637540075142077,0.19622369737043013,0.6902458778380337
2014-08-28,-0.29053925859698115,0.29123054966795026,0.6265940096935119
2014-09-04,-0.3954365405661355,0.5123714646468371,0.5608727933931126
2014-09-11,-0.5193219192578568,0.5417025739138924,0.4730821893524627
2014-09-18,-0.6246725630629529,0.537275979272886,0.40893366614718124
2014-09-25,-0.7264622772046685,0.5535313529883674,0.4610733567620175
2014-10-02,-0.7353250420579969,0.534525878089283,0.44017861330027513
2014-10-09,-0.6013337410997689,0.32733269207921684,0.4266838088113481
2014-10-16,-0.6140897980295685,0.3066270504422605,0.3619842180011078
2014-10-23,-0.624856931113438,0.33425381302060864,0.30336892491768996
2014-10-30,-0.5608349876580023,0.2715664361295753,0.29876622728854474
2014-11-06,-0.1155521335939208,-0.09155223047662368,0.3091725813686985
2014-11-13,0.16765942634692763,-0.513927865937068,0.2851192643666912
2014-11-20,0.14874351080310955,-0.688308516628139,0.257081626675398
2014-11-27,0.1678956676726698,-0.5628030022325246,0.2631684825824544
2014-12-04,0.05535773439461716,-0.37489501546097287,0.19952327205748674
2014-12-11,0.3515275596919297,-0.303874577944644,0.23865462004751029
2014-12-18,0.5083764629950114,-0.28908351618065714,0.20836151687484478
2014-12-25,0.5001282678510233,-0.28864205686400013,0.21316767279592935
2015-01-01,0.46896627926673295,-0.2876516487738193,0.19923475192275103
2015-01-08,0.5874854231778668,-0.3823228569463304,0.2389217823677741
2015-01-15,1.041031722819581,-0.9005530799699983,0.36805464812785943
2015-01-22,0.9973473418305276,-0.9126979431727202,0.3525352171813254
2015-01-29,1.0830194850867585,-0.9740905844815884,0.4742277141028232
2015-02-05,0.8931632418951515,-0.8418748556470905,0.41517530806391956
2015-02-12,0.9063380931559553,-0.748493779380865,0.4890209058882055
2015-02-19,1.1827352032116958,-0.8938074666687585,0.569394687745216
2015-02-26,1.2718313477336942,-1.154607023009089,0.6335518285609214
2015-03-05,1.104268817039221,-1.0895499179791452,0.6730527017124869
2015-03-12,0.9509564430123808,-0.8926167545055086,0.734950210368935
2015-03-19,0.8281285528561375,-0.703695562733352,0.7459854452556509
2015-03-26,0.7557807783978395,-0.5689273037605947,0.7481124628426248
2015-04-02,0.6832999536411909,-0.4498488989791616,0.722014232794308
2015-04-09,0.5499952632368245,-0.32947004769849914,0.7045925583844332
2015-04-16,0.4267363013452405,-0.1935110007135159,0.7054971264022314
2015-04-23,0.33329591536731934,-0.08651010448998697,0.6629209966554861
2015-04-30,0.7417381342911014,-0.705201764521298,0.7578766905975073
2015-05-07,0.8597777282308939,-0.8058777312436702,0.7887585424482766
2015-05-14,0.6731930097209069,-0.5830389941476748,0.7850190128138566
2015-05-21,0.45315630806139645,-0.400369282452908,0.7571186933288716
2015-05-28,0.272280041230622,-0.16389305865099751,0.7420251375683172
2015-06-04,0.11960773798732907,-0.05297386145100255,0.6700261836893715
2015-06-11,0.10074785133439046,-0.06817234381029952,0.6384238596710549
2015-06-18,0.01936086334562384,-0.007846590041678925,0.5598267977017987
2015-06-25,-0.15429975013941247,0.3342107345615972,0.47466961605792435
2015-07-02,-0.287632136495988,0.5603508335315289,0.3348416901612804
2015-07-09,-0.42374530833486707,0.7707823207941072,0.18183364352799258
2015-07-16,-0.5570325359463391,0.9530426294621431,0.08142418298636647
2015-07-23,-0.6598016763973568,1.1030660345255805,-0.01783110341865988
2015-07-30,-0.7536076662051241,1.205137036832734,-0.11565397666827591
2015-08-06,-0.8846593828120529,1.3177953706717642,-0.21773891841304197
2015-08-13,-0.92447803463951,1.163925687396979,-0.25102044046805383
2015-08-20,-0.9551389346928434,1.1539740755388352,-0.23840341525779907
2015-08-27,-0.7766216247481872,0.8272649745908269,-0.25389187834491955
2015-09-03,-0.858552182641452,0.8089853006029375,-0.30227238221866864
2015-09-10,-0.8711335949857608,0.7232173800540245,-0.2660452828076747
2015-09-17,-0.7447966623325084,0.1676418424944856,-0.27998363248097613
2015-09-24,-0.7987599068597138,0.20322007434196493,-0.36169504243577916
2015-10-01,-0.807728191857617,0.24972732893941163,-0.34320515764918275
2015-10-08,-0.7525464532594172,0.2439039138422433,-0.3602635852793548
2015-10-15,-0.8282309646311394,0.2914464948073593,-0.4048042172829577
2015-10-22,-0.867464838980947,0.3217893621652223,-0.41652698788272685
2015-10-29,-0.9054104996728665,0.34413983395339354,-0.45824846793785884
2015-11-05,-0.881322504005676,0.3139634039579687,-0.4943123503920971
2015-11-12,-0.8787890348380446,0.3653047770923919,-0.521792669834849
2015-11-19,-0.6977408497935165,0.1858842667293844,-0.4949819199646683
2015-11-26,-0.5999711090067342,0.12065114679582833,-0.494330628771907
2015-12-03,-0.5737434042518282,0.14650726259860902,-0.4916083764825694
2015-12-10,-0.5041572689889007,0.16059662038994338,-0.4640910981875238
2015-12-17,-0.3309341072448667,0.1716531689353918,-0.43882084341904326
2015-12-24,-0.19469260509053316,0.1778194593746543,-0.42117964454813817
2015-12-31,0.10486143680128768,-0.18433040996121747,-0.3243127756625329
2016-01-07,0.7220523354823358,-1.6126581658041417,-0.14340009838470125
2016-01-14,0.804529480221618,-1.5975281477602201,-0.038259764117785415
2016-01-21,0.7745220593115183,-1.2093676083090297,0.03846311256487094
2016-01-28,0.9714849631544673,-1.2820688555808066,0.1989274193074902
2016-02-04,1.1183613300705724,-1.4588645739255395,0.43362400368637505
2016-02-11,1.338660412406369,-1.920559163846589,0.6603613421898702
2016-02-18,1.248000288000634,-1.8061010812924188,0.7322075172574665
2016-02-25,1.3335621844711314,-1.6903537678854865,0.8491260903065008
2016-03-03,1.2687257557606664,-1.4762352354938484,0.9878792914210117
2016-03-10,1.3161920484458542,-1.342342441684119,1.0570523471775908
2016-03-17,1.113317030210197,-1.0922031616392396,1.1153384035364207
2016-03-24,1.0980787751704781,-0.9043650631598881,1.1737722050723975
2016-03-31,1.2562648644102952,-0.8563932968585973,1.2736477162412823
2016-04-07,1.1086684641503692,-0.7195065170173387,1.3146981124723163
2016-04-14,0.9680185910160306,-0.5891514285219367,1.32421939272656
2016-04-21,0.8254548716208386,-0.46319673282133556,1.2922846832019226
2016-04-28,0.6988317251222127,-0.3638295309147406,1.2326379967188266
2016-05-05,0.5962713040446685,-0.25224818646097114,1.2692618669728752
2016-05-12,0.4933670528660012,-0.16825799995876145,1.1787181724863118
2016-05-19,0.40892680551841243,-0.1129065225935198,1.1229420235317022
2016-05-26,0.49617667563411705,-0.22369047211545173,1.1169216152881145
2016-06-02,0.5530411192144862,-0.3047109296344379,1.1385140351987075
2016-06-09,0.4761330432102544,-0.21834323397862138,1.1653621416550581
2016-06-16,0.4985842956747407,-0.20139166900189037,1.2062474801335037
2016-06-23,0.4971653062788328,-0.0683380862904453,1.160483247384583
2016-06-30,0.362372609124297,0.12189426469646825,1.0913875688696328
2016-07-07,0.21633102535827808,0.35108702378195467,1.0247605149293995
2016-07-14,0.0588021414396917,0.5525834030139659,0.9243583634365471
2016-07-21,-0.10182287538184442,0.751400277311856,0.7978133576654989
2016-07-28,-0.2818298063216927,0.9144957741179698,0.6735816328927244
2016-08-04,-0.42353385239411645,1.0004246274994122,0.5428923320912905
2016-08-11,-0.5363947928130037,1.1806902384985483,0.4380178948623619
2016-08-18,-0.6550765965736746,1.2726845318396933,0.3382783656157127
2016-08-25,-0.7851288440437698,1.3750941919152897,0.24450634677006913
2016-09-01,-0.9010883821559104,1.4138343506215072,0.1464633237754964
2016-09-08,-0.9856466102890467,1.3615439007281447,0.06270731360825639
2016-09-15,-1.0139453668669547,1.1812719881122913,-0.0055987579816861865
2016-09-22,-1.07559484650496,1.14194125019699,-0.04781412559870038
2016-09-29,-1.1179663742780326,1.1052616533883155,-0.07576529702907026
2016-10-06,-1.1836800190163541,1.0988940310048767,-0.12550501045553833
2016-10-13,-1.216424686675161,1.0820682862614035,-0.1614482831295379
2016-10-20,-1.2238581205501942,1.0708927969072042,-0.2094982824557595
2016-10-27,-1.2531386556355824,1.0623068558664945,-0.2774825415638281
2016-11-03,-1.260253114698604,1.0454761266145112,-0.24603978283570138
2016-11-10,-1.208003060995266,0.9963761597834488,-0.3267127828502028
2016-11-17,-0.9922317197398087,0.837979615248899,-0.2821447625484836
2016-11-24,-0.900241067455257,0.7498684796748738,-0.37412526170664345
2016-12-01,-0.929295482915178,0.7666344722953498,-0.4049308583658448
2016-12-08,-0.9841415928162196,0.7646584077636531,-0.42217741996490177
2016-12-15,-1.0153240234656529,0.8011262395435526,-0.4411671972083558
2016-12-22,-0.9692672735790859,0.7207869649776242,-0.48106641990791765
2016-12-29,-0.9406825192945754,0.6668756022606848,-0.49873056105345953
2017-01-05,-0.965862914607984,0.6647654165852956,-0.5229361599831538
2017-01-12,-0.8565717348086928,0.617340519666409,-0.5178912010269825
2017-01-19,-0.8032982283996049,0.5989980101371719,-0.5634414594788959
2017-01-26,-0.7857935358554173,0.5822756203428563,-0.5430351478905833
2017-02-02,-0.375462879577666,0.3635074648655579,-0.5060058943359864
2017-02-09,-0.177007017231089,0.18263076883621013,-0.5320942936526852
2017-02-16,-0.21789836856403175,0.20596874586939615,-0.5532700170798887
2017-02-23,-0.15318117598880232,0.1835623324721613,-0.4820862825579975
2017-03-02,0.2397703496851431,-0.5152707824463103,-0.4361551256721971
2017-03-09,0.39448568291779906,-0.7800244040504812,-0.42449519320609874
2017-03-16,0.3698015786623116,-0.60127878888883,-0.368534415966377
2017-03-23,0.3160891580157262,-0.607992646589751,-0.3643515167712329
2017-03-30,0.20292670018559866,-0.5061927146410232,-0.3692938219240771
2017-04-06,0.06835457430234224,-0.35572140829026266,-0.39625478640638717
2017-04-13,-0.04638305715079641,-0.21709875560757072,-0.41658459855314267
2017-04-20,-0.1829549829067781,-0.08259629125964595,-0.42837486249832246
2017-04-27,-0.23490693700580625,-0.043672815570562545,-0.4325052424687872
2017-05-04,-0.24622570922225614,0.000342582376086642,-0.4468054471126897
2017-05-11,-0.3019206658394957,0.07223503751208915,-0.47028683545978295
2017-05-18,-0.3698105446901208,0.11786573167491882,-0.48755270763504366
2017-05-25,-0.46285776620679375,0.22862347749832912,-0.5311466888894631
2017-06-01,-0.5319957782927898,0.28087914201430497,-0.5870848708328562
2017-06-08,-0.6404494003000497,0.34075225485836635,-0.6359470859394235
2017-06-15,-0.8035008348256057,0.5224252926430647,-0.7339899587287915
2017-06-22,-0.9169524475586956,0.782125621319852,-0.8034659711737586
2017-06-29,-0.9608271617492281,0.7290886099404119,-0.8101713413249352
2017-07-06,-1.0572228116040534,0.8973641661393063,-0.8690934320778267
2017-07-13,-1.1555815419416722,1.094727032487385,-0.9218049693380641
2017-07-20,-1.227131609542548,1.241868908002667,-0.9833344509676958
2017-07-27,-1.2664042129948596,1.3255093608333315,-1.018678890547697
2017-08-03,-1.3827295201852174,1.4455941097017826,-1.105429899287526
2017-08-10,-1.4415493314869239,1.4779154010274547,-1.1431381618275118
2017-08-17,-1.4445808184650395,1.5276267654848026,-1.1651538444715306
2017-08-24,-1.5302174491568084,1.5842715081938183,-1.1999804757068402
2017-08-31,-1.5965039051119745,1.4970783423544805,-1.2555073643404138
2017-09-07,-1.5643871908614693,1.3734249477735472,-1.2331460599397803
2017-09-14,-1.5015031292068364,1.2807841504185804,-1.2711151382476944
2017-09-21,-1.5187440231010427,1.2601342687697805,-1.3119303205084605
2017-09-28,-1.554138386017458,1.2280223394772434,-1.3318676240014657
2017-10-05,-1.5662493710374608,1.206903255641004,-1.3563697896821463
2017-10-12,-1.6115594008580212,1.210960512290535,-1.3895407109197333
2017-10-19,-1.608371496830849,1.1983896364161237,-1.418529359373311
2017-10-26,-1.6214737710896236,1.1913572406358823,-1.4624973678650828
2017-11-02,-1.6211208687651015,1.238932102336027,-1.4645110394304885
2017-11-09,-1.6207436429103355,1.2485082678166346,-1.5029751067817274
2017-11-16,-1.6395319640395596,1.2598167336219133,-1.5240104896659707
2017-11-23,-1.6123309092556655,1.26090104319338,-1.5266993954627033
2017-11-30,-1.6064444208831448,1.2471902978146883,-1.6032245419149544
2017-12-07,-1.4314288179607848,1.0905399161736125,-1.5297062046012178
2017-12-14,-1.190713219273309,0.9191493915781844,-1.5897113879465197
2017-12-21,-1.0189537300789588,0.8783631162420192,-1.571469316627891
2017-12-28,-0.5999605976716819,0.4900628708838052,-1.500331969699812
2018-01-04,-0.11389496976438201,-0.12632916541889122,-1.4035151054412212
2018-01-11,0.0752772686950795,-0.16038759088667523,-1.3527533671540444
2018-01-18,0.4042701554081962,-0.6345582221594784,-1.2496627461152185
2018-01-25,0.569377313502038,-1.1853866611470913,-1.1441252265955542
2018-02-01,0.7062525797757153,-0.9914597420384303,-0.9831243587369032
2018-02-08,0.7320636512638038,-0.7973042542281981,-0.8632002941624363
2018-02-15,0.9816822842802945,-1.1281753369060754,-0.7268816086456564
2018-02-22,0.9507599689697479,-1.10361050954846,-0.5890582507360904
2018-03-01,0.9250456983804981,-0.946374500528996,-0.41450908414893606
2018-03-08,0.9691990994500037,-0.8351751326341699,-0.32147433740839326
2018-03-15,1.0344361178912813,-0.9152840915883332,-0.2437898458732126
2018-03-22,0.9586750034724925,-0.9477093359406262,-0.2502156643733383
2018-03-29,1.2848546794367655,-1.0928617529649232,-0.11271285269632986
2018-04-05,1.3178199562614958,-1.3198774673841795,-0.00796534003666649
2018-04-12,1.202392974110933,-1.401771789562731,0.05515653762276407
2018-04-19,0.9423698551137807,-1.1633096124407643,0.08962033716237967
2018-04-26,0.773284117309307,-0.8988701699589107,0.12487769412400795
2018-05-03,0.6437660208556564,-0.6852369866894457,0.10407032248412573
2018-05-10,0.4501780153351662,-0.4864042480013869,0.08127814451955073
2018-05-17,0.2802552345852717,-0.30737134149801704,0.0626347481613284
2018-05-24,0.15220856378561493,-0.30401828914600554,0.043705872441892925
2018-05-31,0.1779215104595831,-0.30199928118762726,0.0483727546435125
2018-06-07,0.4871282743367714,-0.3083960534666056,0.13036012015720877
2018-06-14,0.7479851053982383,-0.33714586310372135,0.17653675304393818
2018-06-21,0.47496682633096077,-0.1664070924125258,0.15361199216576044
2018-06-28,0.3607139885759948,0.05189367960284608,0.14383774793133366
2018-07-05,0.2942687112236576,0.19025156892011788,0.06988775418337825
2018-07-12,0.05493348925108568,0.462216018126856,-0.008554337800719014
2018-07-19,-0.11861923564749942,0.6588327338398123,-0.09514670140721336
2018-07-26,-0.3135744977238169,0.8442624332541987,-0.1900225440672194
2018-08-02,-0.4768415034790641,0.9914705785670399,-0.2915091996264327
2018-08-09,-0.5869924012992612,1.0331630418118494,-0.35124886279593226
2018-08-16,-0.7132034425425109,1.1246161737334406,-0.44047933722357924
2018-08-23,-0.837688761428945,1.1690217830546374,-0.5025458291088285
2018-08-30,-0.9226393208711832,1.1373746965895961,-0.5493638345525458
2018-09-06,-1.0281944067539064,1.113137115861974,-0.6002398935317119
2018-09-13,-1.1236424944599173,1.0955495466164364,-0.6493912568543473
2018-09-20,-1.2168532660422584,1.0803757509870968,-0.7527626772020939
2018-09-27,-1.2840471666841977,1.0830007720379244,-0.8215539775472296
2018-10-04,-1.2916711546279451,1.0675221964502988,-0.8377376913383396
2018-10-11,-1.278679097151603,1.0316959181782128,-0.8590173418711956
2018-10-18,-1.3434159998150603,1.0348646675687307,-0.9383148290248988
2018-10-25,-1.3469804974724542,1.0197621522724996,-0.9302932221576203
2018-11-01,-1.3434980560425658,0.9760897421468407,-0.961381329929382
2018-11-08,-1.1530427523604674,0.7664110051049228,-0.9664784094293197
2018-11-15,-1.024848708008792,0.6419979243268304,-0.9752116894655711
2018-11-22,-0.8399233436245461,0.6202246321824941,-0.9657409795577879
2018-11-29,-0.2867257601881569,-0.1287832428917921,-0.9049219625170148
2018-12-06,0.08877212385924338,-0.6530468190399805,-0.8160626944601748
2018-12-13,0.27598494001274854,-0.5796637567518245,-0.7097376313700955
2018-12-20,0.7147677711829699,-1.2665513332807017,-0.577102185832705
2018-12-27,0.6403801092569716,-1.124015916358469,-0.47602566015664016
2019-01-03,0.506905320745818,-0.7822574885272976,-0.4032035298799087
2019-01-10,0.4099694364538753,-0.5561464093812841,-0.3231892962598416
2019-01-17,0.36971102402923023,-0.42311253551806294,-0.254677445528385
2019-01-24,0.45178228527571723,-0.37744580006300943,-0.1793894478754478
2019-01-31,0.7297158029392703,-0.6086049384404422,-0.1193760704611489
2019-02-07,1.0395070692872639,-0.8034348074302309,-0.014098108164423695
2019-02-14,1.0065402436385744,-0.872932352185066,0.10147362579756022
2019-02-21,0.8028285085714679,-0.7184407229730988,0.12735148034651397
2019-02-28,0.7919225746494777,-0.5966741717455373,0.2528230507724389
2019-03-07,0.9255079593199276,-0.6244500545917389,0.3165362936837526
2019-03-14,0.8568267979685007,-0.5481564980581584,0.3343281739932963
2019-03-21,0.7352492636856285,-0.4370336830215654,0.3152811914328527
2019-03-28,0.6332285661956512,-0.3504539607124754,0.36499640954708434
2019-04-04,0.5498466824357919,-0.3133819274080228,0.36345190610918715
2019-04-11,0.38429988037829066,-0.23578745765851059,0.2767781817261055
2019-04-18,0.2990226756227016,-0.1603500406890356,0.25730805980874816
2019-04-25,0.22839022086234861,-0.19696885489770288,0.2047103976264057
2019-05-02,0.1472897334137679,-0.15362478878006097,0.18413367962503105
2019-05-09,0.0939866324114031,-0.11481360464392062,0.13609057042377112
2019-05-16,-0.00030823641244940745,-0.052548253337868986,0.08643881876948308
2019-05-23,-0.1470321291464295,0.03104647167218756,-0.008072595610885747
2019-05-30,-0.25563189319265006,0.1172347136087854,-0.042052509626697265
2019-06-06,-0.25202479452790805,0.145163881729143,-0.07154881413356716
2019-06-13,-0.3009960403278601,0.1914426246816751,-0.1331537659528429
2019-06-20,-0.4313279225312969,0.35156400481733774,-0.2500374624109669
2019-06-27,-0.5722091628182255,0.5970465716814891,-0.37327357505847025
2019-07-04,-0.7182787992931625,0.8482902670465547,-0.5140068828707602
2019-07-11,-0.890594354739497,1.051500053539728,-0.6643567125404022
2019-07-18,-1.0101040069408376,1.2621727318136393,-0.7864897637642552
2019-07-25,-1.097627454597968,1.2876453436343072,-0.8592195246667693
2019-08-01,-1.2083203190627938,1.340380304094101,-0.944763155942926
2019-08-08,-1.266607508816705,1.3476220849058955,-0.9643818067532837
2019-08-15,-1.2811308114369866,1.3606215644481316,-0.9828293323349548
2019-08-22,-1.376517951552108,1.451848498934208,-1.0282074074296172
2019-08-29,-1.4889107567130127,1.488035116292131,-1.1222217842840827
2019-09-05,-1.5830507910493312,1.4915942508552098,-1.1944947962432901
2019-09-12,-1.6610359816596354,1.476768515216255,-1.248677166653735
2019-09-19,-1.7094482953354762,1.3759671988547317,-1.2325747632024027
2019-09-26,-1.6249499855195695,1.2143395268873174,-1.2328186250142776
2019-10-03,-1.5855140968175236,1.1572443752831583,-1.2650503330291627
2019-10-10,-1.5275319678151291,1.0811207756550663,-1.3090951040911931
2019-10-17,-1.3436342142798443,0.4481413235404421,-1.3101471782062324
