date_mesure,B,A
2012-01-05,-0.6983116154481327,0.3349649856515947
2012-01-12,-0.8714739703250094,0.24400381641009208
2012-01-19,-1.0423863110572587,0.18336136222621674
2012-01-26,-1.1794071783368223,0.1583874893115339
2012-02-02,-1.2978460179560973,0.10748641063656761
2012-02-09,-1.4041103846789411,0.05664880281693574
2012-02-16,-1.5157883195061002,0.007906669050894877
2012-02-23,-1.6268615456178996,0.014318288865350914
2012-03-01,-1.7364145103133173,0.006236449888984641
2012-03-08,-1.750185457066057,-0.04553796571800173
2012-03-15,-1.7232360548468595,-0.05190323035985789
2012-03-22,-1.6317520254804214,-0.04684363331431585
2012-03-29,-1.42440028253533,0.0031149664245517794
2012-04-05,-1.190721601844448,0.11309001539822638
2012-04-12,-1.0290180915697038,0.19436330960753767
2012-04-19,-0.8956650786046559,0.24136273159195643
2012-04-26,-0.6694972162945505,0.32518621404289755
2012-05-03,-0.40403272604942553,0.45219109424743137
2012-05-10,-0.28129979181464415,0.30368784709814284
2012-05-17,-0.1521606241247354,0.2869245607425183
2012-05-24,-0.01764208429012154,0.4108035045110142
2012-05-31,0.009820658317325967,0.17971462445776049
2012-06-07,0.07711286497918908,0.015250694481313252
2012-06-14,0.19559099615317638,-0.1327084391892108
2012-06-21,0.4345475711183456,-0.3045204762011709
2012-06-28,0.4468477487255103,-0.3931383451842698
2012-07-05,0.5161631769574835,-0.49376699071629876
2012-07-12,0.5519313259410329,-0.7019542502943636
2012-07-19,0.5454342528478661,-0.8063697987311688
2012-07-26,0.6788018403614196,-0.9736232714758806
2012-08-02,0.7731344045231114,-1.0673581454110472
2012-08-09,0.7276550841905913,-1.1714795134598681
2012-08-16,0.7390678702897493,-1.2272059985675083
2012-08-23,0.7997612404202653,-1.2864432616041674
2012-08-30,0.6347399401133731,-1.1364590371261423
2012-09-06,0.4769565951237,-1.1503150081697244
2012-09-13,0.3424552101455228,-1.2732429676037298
2012-09-20,0.20908468349027598,-1.238204869624417
2012-09-27,0.09762256719956452,-1.0404023921875591
2012-10-04,-0.02462452041798402,-1.0550933568100953
2012-10-11,-0.16674386641879552,-1.0296023525672364
2012-10-18,-0.30754693908347897,-1.001324968748543
2012-10-25,-0.14890183976501087,-0.5123460964048097
2012-11-01,-0.10025358742767188,-0.35350543169985044
2012-11-08,0.007226424359760921,0.04010200096795708
2012-11-15,0.03191948492096526,-0.09885926472798372
2012-11-22,-0.047808860646258285,0.08090163839055636
2012-11-29,0.46039916777982026,0.6120565532835105
2012-12-06,0.23434169027786983,0.3182692580260754
2012-12-13,0.0984507473486127,0.4385493264432052
2012-12-20,-0.022907232183625115,0.4502371762987364
2012-12-27,-0.18574491300702195,0.38048588475986017
2013-01-03,-0.3544112026685625,0.3086851932402169
2013-01-10,-0.5428062982275347,0.25745389604472735
2013-01-17,-0.6473605524842503,0.4823060052604375
2013-01-24,-0.6901875418944761,0.623469214308466
2013-01-31,-0.79742186809876,0.5526509959892784
2013-02-07,-0.9301865668530666,0.5017315464625636
2013-02-14,-1.0203118318337798,0.5053818456027174
2013-02-21,-1.0311624743055556,0.4671493270646264
2013-02-28,-1.049477433233553,0.49901223973617137
2013-03-07,-0.8867603971557451,1.0572520881416452
2013-03-14,-0.8382434656933425,1.0253321294072375
2013-03-21,-0.6845242450024793,1.1432564961352565
2013-03-28,-0.3832607391921825,1.2544698474905351
2013-04-04,-0.1369942404743938,1.1144305220394335
2013-04-11,-0.10935502847166584,0.8754640274267889
2013-04-18,-0.024034805437615103,0.730073839201977
2013-04-25,0.15013610051971216,0.8737591391153806
2013-05-02,0.4822439217743908,1.0856643783285134
2013-05-09,0.5316156900233509,0.9339931406583439
2013-05-16,0.7545308070508289,1.4487660345328761
2013-05-23,0.86042340268949,1.423605441799625
2013-05-30,0.8014471163901119,1.1361006045016397
2013-06-06,0.7634944309936287,0.9394916610381949
2013-06-13,0.7982026718068305,0.7069918371074209
2013-06-20,0.8675169580009772,0.442381018586412
2013-06-27,0.7977370271337897,0.23210474588702243
2013-07-04,0.7536933680968065,0.07093123796751066
2013-07-11,0.776222603273203,-0.22885396876042977
2013-07-18,0.7333165613428737,-0.3372035056193974
2013-07-25,0.8637929094052305,-0.4731978939556588
2013-08-01,0.9321045653941719,-0.48502467168612984
2013-08-08,0.8696320106680231,-0.44347716710262763
2013-08-15,0.8211877647168508,-0.5988592075742093
2013-08-22,0.7151908047800054,-0.7322711007688544
2013-08-29,0.5527064606149517,-0.8376202495705112
2013-09-05,0.5776989166868037,-0.7955252916673278
2013-09-12,0.5832288684740483,-0.761145194495052
2013-09-19,0.5354662747188527,-0.784020447175272
2013-09-26,0.3856425408652012,-0.7175264550307213
2013-10-03,0.34896608005118607,-0.537224101117566
2013-10-10,0.19357138289615775,-0.5239681284178592
2013-10-17,-0.005515266448672812,-0.27081488032273104
2013-10-24,-0.16671298990814382,-0.22528247115057787
2013-10-31,-0.35709881651615816,-0.2817302412255651
2013-11-07,-0.44999716238725446,-0.2232868137169745
2013-11-14,-0.5358891888626924,-0.224316807871555
2013-11-21,-0.6483330354349377,-0.23419238611553486
2013-11-28,-0.8845065413844355,-0.3015535599088816
2013-12-05,-1.047974797716364,-0.340623306172043
2013-12-12,-1.1724908498236994,-0.3578839605423739
2013-12-19,-1.0079759929592482,0.2870647497701484
2013-12-26,-0.6508691554128716,0.8526826353968291
2014-01-02,-0.6011123664578484,0.8732162495591819
2014-01-09,-0.6629608987082549,0.8040501249545514
2014-01-16,-0.36732928760643635,1.297747570248847
2014-01-23,0.09905850041274289,1.1987444315598983
2014-01-30,0.7068686502274975,1.354987113059266
2014-02-06,1.38419059521922,1.6282667763261471
2014-02-13,1.5903117233170165,1.6291120481242223
2014-02-20,1.4059426045216472,1.6115540538549173
2014-02-27,1.2719874252186611,1.6610156425165075
2014-03-06,1.1591589121130879,1.5013390124303223
2014-03-13,0.9245704248716586,1.3945497674617484
2014-03-20,0.7750885851335275,1.3321138211799615
2014-03-27,0.6940302449799446,1.1578169085563388
2014-04-03,0.6466091261289406,1.0191336544813518
2014-04-10,0.6361938485885209,0.8244132744317164
2014-04-17,0.7006926206245129,0.7215615517888502
2014-04-24,0.724113897981468,0.6798616232065421
2014-05-01,0.6929871416188761,0.5904738925172954
2014-05-08,0.6812152813797416,0.5311609214086501
2014-05-15,0.8048368394560742,0.3480406766051448
2014-05-22,0.8331075119572009,0.26298155957240665
2014-05-29,0.768471410642026,0.14487597373249006
2014-06-05,0.7912091916379853,0.06760864171666892
2014-06-12,0.894147611758779,-0.059113087032200085
2014-06-19,0.8422319540358892,-0.19928143642891338
2014-06-26,0.9446551266575149,-0.2580550755245871
2014-07-03,0.8423146110179495,-0.2935847858113151
2014-07-10,0.8605024323208323,-0.27588732053824494
2014-07-17,0.7990276265274509,-0.4354064566462088
2014-07-24,0.7401626299869111,-0.4477490630418732
2014-07-31,0.7771254776790997,-0.5077182106112015
2014-08-07,0.8997978034638394,-0.561291010521882
2014-08-14,0.9271204209480123,-0.6215090856288127
2014-08-21,0.9521652102397704,-0.7326804725858184
2014-08-28,0.8420624972597511,-0.8273300206888325
2014-09-04,0.7922133971741281,-0.8658702286264035
2014-09-11,0.7156721596432531,-0.8786486418204226
2014-09-18,0.6428969325114743,-0.6881478753234578
2014-09-25,0.5108790779742228,-0.6543845179265868
2014-10-02,0.3649448939252137,-0.6323177733323735
2014-10-09,0.18220102621407608,-0.43928041953042546
2014-10-16,0.05447796703650587,-0.45126884349879104
2014-10-23,-0.11789303162978321,-0.5197584640661397
2014-10-30,-0.3331420129492379,-0.26802123346386575
2014-11-06,-0.32775334210013957,0.5582385687985771
2014-11-13,0.25549793507373114,1.1039405296085083
2014-11-20,0.40479371449587354,1.099337931834551
2014-11-27,0.8694051130928978,1.683630081436878
2014-12-04,0.9909844551590278,1.5895444773492369
2014-12-11,0.8168068327565422,1.3599996778304615
2014-12-18,0.6084727394996009,1.2646131238139404
2014-12-25,0.4327332676041732,1.0583196513720363
2015-01-01,0.17416000014217003,0.9400645630963738
2015-01-08,-0.08648668909390184,0.8377576082686355
2015-01-15,-0.2142366740542455,1.0484117780753472
2015-01-22,0.03426794324616189,1.4014833184015443
2015-01-29,-0.01693979832825554,1.3080441826808205
2015-02-05,-0.12424743871836763,1.18142626959836
2015-02-12,-0.18230938524534257,1.2756466549826386
2015-02-19,-0.018889979442805904,1.509822096709121
2015-02-26,0.03506970763845996,1.4507047193788214
2015-03-05,-0.043101312577159545,1.250957505325919
2015-03-12,-0.14889472988990837,1.2247505044113365
2015-03-19,-0.1255867100222412,1.2340789769948297
2015-03-26,-0.12462155600481106,1.1808190317997709
2015-04-02,-0.21652450776713772,1.0575397158792332
2015-04-09,-0.21861087255437756,0.90027332742524
2015-04-16,-0.09203140610620925,0.8325698970197637
2015-04-23,0.04430685847272153,0.9112694016563249
2015-04-30,0.23509966709891605,1.035558115057535
2015-05-07,0.22928970352674227,0.8389105440422078
2015-05-14,0.21647653624143412,0.5952189984105649
2015-05-21,0.3395638254407633,0.39308649468833196
2015-05-28,0.44609223718875757,0.15520880647843743
2015-06-04,0.45914009594655714,-0.02408998293379494
2015-06-11,0.6977655160057121,0.329567020859427
2015-06-18,0.7414173899191139,0.23913363564244233
2015-06-25,0.6413566129266166,-0.022061543659170513
2015-07-02,0.7038226799004061,-0.23334435426860994
2015-07-09,0.6789995137171437,-0.4888469735371567
2015-07-16,0.6075830676259646,-0.6862268032956471
2015-07-23,0.5598748066465575,-0.9650031257120795
2015-07-30,0.5280577759868061,-1.0644560689718132
2015-08-06,0.6589117374297556,-1.1138849914060804
2015-08-13,0.7028577697453875,-1.1083031069089602
2015-08-20,0.8558335009675042,-1.0978560113183526
2015-08-27,0.9727309056226151,-1.016399865977467
2015-09-03,0.7352312894197739,-1.0731312777633046
2015-09-10,0.5089511202158477,-0.9335232107610136
2015-09-17,0.36105247662266093,-0.791359120167561
2015-09-24,0.2076754101538228,-0.9383229143422744
2015-10-01,0.4006076099967147,-0.5097160177751553
2015-10-08,0.5165132311204117,-0.2708468123910972
2015-10-15,0.5675297205107792,-0.05176351643736668
2015-10-22,0.40543062236707017,-0.05853455371608249
2015-10-29,0.12781833795503916,0.13019898292309456
2015-11-05,-0.051695192615483415,0.31098426633861614
2015-11-12,-0.26116599287122594,0.17567971828897258
2015-11-19,-0.40413920915805257,0.1245867924483176
2015-11-26,-0.5528638686979136,0.017441476458036204
2015-12-03,-0.7360559159438353,-0.054655034349363085
2015-12-10,-0.9002062185682116,-0.11581480209781475
2015-12-17,-1.0260384541618899,-0.19482095636118224
2015-12-24,-1.1038846864667402,-0.2057870737921918
2015-12-31,-1.3445620952457622,-0.15785188284532292
2016-01-07,-1.495823040348967,-0.11642450173216046
2016-01-14,-1.5904599037660172,-0.17859514547773836
2016-01-21,-1.667043647196581,-0.2614551275536524
2016-01-28,-1.7221503180120146,-0.25495916972665855
2016-02-04,-1.7312617238484893,-0.09333327716906115
2016-02-11,-1.6638358246944416,0.0778326608618628
2016-02-18,-1.6750680407697218,0.011310466504740102
2016-02-25,-1.738035522182047,0.24526354220754232
2016-03-03,-1.7609222946758702,0.35008369352619007
2016-03-10,-1.737525028300698,0.24337218141342998
2016-03-17,-1.5658863920892963,0.3559294529273978
2016-03-24,-1.4516751290108973,0.26136986096846976
2016-03-31,-1.3386387764139607,0.2493420131008568
2016-04-07,-1.2423315310279128,0.1855673582413485
2016-04-14,-1.130646796591314,0.13525184306993931
2016-04-21,-0.9399299688555393,0.1023846090222234
2016-04-28,-0.8459109563500262,-0.06950907449129384
2016-05-05,-0.6852257128852395,-0.12791129717836683
2016-05-12,-0.5847697474812295,-0.09430840350484057
2016-05-19,-0.48940318182016956,-0.2408964883375853
2016-05-26,-0.38259929863142556,-0.2933073302013227
2016-06-02,-0.28842739825707714,-0.3411671066838265
2016-06-09,-0.1763981590320854,-0.49908356534287346
2016-06-16,-0.04766564358074049,-0.44324861975140073
2016-06-23,0.034323902843023,-0.6179973417296951
2016-06-30,0.061254180690472726,-0.7398768721786806
2016-07-07,0.019484957725054652,-0.932304844890832
2016-07-14,0.06241402121144202,-1.191838477851586
2016-07-21,0.023351643187979776,-1.371526235118833
2016-07-28,0.20304785108494694,-1.5440055003148623
2016-08-04,0.14275537477217914,-1.6722670143285288
2016-08-11,0.0946572858959539,-1.7445314871225124
2016-08-18,0.15298238723054602,-1.706674966784423
2016-08-25,0.2173438228160176,-1.7999845499255063
2016-09-01,0.2193172172579273,-1.8906621289151735
2016-09-08,0.07366657422234724,-2.059999683993551
2016-09-15,0.08425094217038076,-1.877899748146359
2016-09-22,-0.14447869956535953,-1.897220623038585
2016-09-29,-0.1881462411009105,-1.7809390019244904
2016-10-06,-0.33996644123037567,-1.743005182523822
2016-10-13,-0.4040806560930166,-1.1703985421147154
2016-10-20,-0.390768809230792,-0.9050012679631811
2016-10-27,-0.5992460663892516,-0.9066695161462316
2016-11-03,-0.6466564107063596,-0.7261122678050481
2016-11-10,-0.7269195518032114,-0.6773267743859075
2016-11-17,-0.6942671217425027,-0.06044432132000799
2016-11-24,0.5814093323853723,0.8826096902174048
2016-12-01,0.42044013708537475,0.7683230405237516
2016-12-08,0.07162186653006591,0.4740758612711513
2016-12-15,-0.2023765799579188,0.3375249613365314
2016-12-22,-0.43659229416154266,0.3143890986191009
2016-12-29,-0.5913588084325628,0.24502639119950503
2017-01-05,-0.7914109773814908,0.1619184884345497
2017-01-12,-0.9008005875973756,0.10811849147937952
2017-01-19,-1.058131926244581,-0.034602365623930986
2017-01-26,-1.0823412910668606,0.2547019109159859
2017-02-02,-1.1665338803741856,0.5318981075804905
2017-02-09,-1.2022048454648855,0.5305344570498896
2017-02-16,-1.3346688473620365,0.43464451824095446
2017-02-23,-1.4158163259323653,0.3150694479810831
2017-03-02,-1.4691590976947635,0.3472279047219038
2017-03-09,-1.4991418809386345,0.3708906993380314
2017-03-16,-1.3610751505951701,0.20836722199526653
2017-03-23,-1.1874277197840393,0.40868381455222824
2017-03-30,-1.0141092105126117,0.4437477145928951
2017-04-06,-0.8638675616524453,0.29593302092332097
2017-04-13,-0.7894146277495082,0.19248448739314675
2017-04-20,-0.6705838082237704,0.07264442362565368
2017-04-27,-0.5031251640638432,0.1568654478961456
2017-05-04,-0.4357514292843529,0.3040928681209847
2017-05-11,-0.38589515952900555,0.27560078703122737
2017-05-18,-0.29469873783010425,0.07915744166189977
2017-05-25,-0.20659678038322482,-0.15572101497546775
2017-06-01,-0.1273634002066186,-0.24725378920823488
2017-06-08,-0.005503306321308521,-0.4442266004878854
2017-06-15,0.15990803457360275,-0.5877865870271751
2017-06-22,0.24755225215057636,-0.7215799256950471
2017-06-29,0.3271497149791044,-0.7445334005339836
2017-07-06,0.4112147945012703,-0.8947674061853027
2017-07-13,0.5372025413684111,-1.056239189215371
2017-07-20,0.4333295358951239,-1.2053873499255312
