date_mesure;06211X0041_P3CAPT;07223C0113_S;07208X0197_F1C;06003X0088_P;05794X0021_PZ1;04992X0011_SONDAG;04994X0204_S;05002X0114_SONDAG;03462X0043_F;03182X0027_PZ;03107X0008_F;04915X0009_F1AEP1;02551X0022_FAEP;05696X0002_FAEP;01815X0006_FAEP;03787X0109_60A;03795X0037_55;03078X0014_214;00115X0011_P1;00632X0023_P;00263X0006_P1;00801X0005_S1;02584X0024_FCH7;02218X0033_P6;02182X0004_P2;02203X0002_S1;01551X1013_S1;07545X0002_F1;09258X0005_F;08754X0028_P;08031X0302_P1;08046X0005_F2;09508X0063_F;01168X0065_P;01011X0045_P;00583X0005_S1;09916X0098_LANSAR;10912X0111_BAR4;09914X0370_PERRIE;10897X0010_F3;09406X0643_P130;09668X0106_16;05082X0181_PZ;05865X0126_S;04851X0091_PZ
2009-11-26;-1.066260042520101;-0.674422980825186;2.28391826190368;-1.0043766139655865;-1.5333211160883018;-0.3119002540445218;-0.7700692316620704;0.11052978969133036;1.0177691097804071;-0.8608535753924569;1.884392900456182;-0.7065884251378763;-1.0016038524831756;-1.4546136019899378;-1.2730522708891745;-1.493850415410852;-1.5565447030721018;-0.6143140331036666;1.2254154148146263;-0.48831989130259984;-1.2317399976602617;-1.0685543335743284;-1.284595933675842;-2.34185554113769;0.6905185091888386;1.2252491028391368;-2.9082640972188027;0.6525724094457053;-0.9331026414977279;0.41593265558018533;-0.3571472746142586;1.1070640076404519;0.031962600333535277;0.06745151993244013;-1.0726036563900385;-0.3078366555806901;-0.5895468600360446;0.2718336738354631;0.8526739134724831;-1.438782531703593;-0.27372442006573944;-1.5467100806159728;-0.3279428770662602;-0.13288658261707492;-1.0899873265714928
2009-12-03;-0.9691910431001517;-0.6697680703183427;2.261243008605025;-0.7965491983806294;-1.5020483528583541;-0.16090577704340353;-0.7979930590834446;-0.015564237719221573;1.4391698478043256;-0.6397873657084031;2.0628257091850366;-0.5461917714172774;-1.0240806008850873;-1.2348986929685575;-1.2887416092415696;-1.5468107248058636;-1.6424563753520514;-0.6143140331036666;1.804493336050316;-0.5097152373831505;-1.1616847607228944;-1.0517142691446322;-1.2886695396942744;-2.3558935843649857;0.1797201334302894;1.3364861861192765;-2.5801759415166527;0.991977804240781;-0.8953157542832778;1.0019201822481505;-0.13041612766796945;1.0273990222187186;0.16810524569613836;0.25095468860866904;-0.9673838821679985;-0.3536761559848752;-0.5923702461771209;0.35829870049140855;0.829344976370319;-1.4833324601311015;-0.18286346047571742;-1.414793955243143;0.02140828182915434;-0.6149099853006512;-0.9685471301857268
2009-12-10;-0.8325754142868887;-0.6953700781059762;2.2521729072855674;-0.6147002097437928;-1.490879508847654;-0.13800212041963755;-0.841148065098292;-0.002291182202321261;1.638885837389122;-0.23837766917683198;1.8531345981971123;-0.5370262483475287;-1.0396414267017915;-0.957070782648045;-1.3024697802999137;-1.5931509955265049;-1.8142797199119507;-0.46562997654526483;1.6422501160918488;-0.5423712919271508;-1.0656831397346518;-1.127494559078251;-1.3008903577495685;-2.3193946719740137;-0.07567905444892171;1.4953963050909338;-1.6382454299847344;0.8669337114215426;-0.768214406380086;0.9425796732184826;0.1082482375386499;0.9782440312138198;0.25575872969671803;0.44386827619137365;-1.0439073543294826;-0.3971030511046294;-0.5810767016128143;0.41264814581800335;0.7865752583496833;-1.4974580471934869;-0.12547759126096839;-1.3968053926923059;0.3707594407245689;-0.7729504451969055;-0.9110228266345928
2009-12-17;-0.8829074880601961;-0.7256269964004486;2.302058464542601;-0.9351008087706002;-1.441736595200597;-0.26524465721833324;-0.8741489520508229;-0.1416582651297735;1.481110205617133;0.026320029260654135;1.1934541776046674;-0.39037787923155154;-1.0413704073480892;-0.8185548617432606;-1.2488645409292334;-1.6725914596190303;-1.9861030644718474;-0.564752680917532;1.4180792385153065;-0.5378670085417732;-0.955843447252607;-1.127494559078265;-1.2676225752657078;-2.3044207591982286;0.9459176970680497;1.511287316988095;-3.162267830665569;0.6847266047420809;-0.696075803516114;0.7385966734290008;0.15359446692790685;1.1426590011267546;0.3228975685056733;0.4344578572849009;-1.2352160347331818;-0.40755767400382814;-0.5330791372144997;0.5905190577959488;0.7690785555230606;-1.5018043816742126;-0.10156681242148788;-1.3218530487304667;0.7201105996199835;-0.6905436339652873;-0.9301975944849602
2009-12-24;-0.7822433405135812;-0.7465740936812388;2.270313109924488;-0.7041814581206495;-1.3836586063449783;0.9690079497290084;-0.8944571901754559;-0.8584032630423816;1.3133487743659042;0.25029500486160217;0.9948337153334967;-0.00542591030211286;-1.0292675428239888;-0.5892871305905175;-1.2495182633605837;-1.5931509955265049;-1.9861030644718474;0.525597067177404;1.3507193302289786;-0.558136283775978;-0.8693555004163519;-1.0685543335743284;-1.3226162565145463;-1.8654979409580674;0.3797828306023995;1.6656571468462615;-3.310436675176231;1.0777223250311152;-0.7029461466460217;1.0390080003916913;0.1583677542320404;1.132489002987814;0.3564669879101498;0.5426776747093448;-0.9769493161881859;-0.4542013761694848;-0.43143723613571816;0.7535673937757323;0.7768548678904482;-1.5300555557989728;0.5105491258691753;-0.6322914842815984;1.069461758515398;-0.9377640676601423;-0.8854564695007431
2009-12-31;-0.3508255653138037;-0.7558839146949224;2.2340327046466406;-0.19327239480763006;-1.3188793110829389;1.2031342174386077;-0.8690718925196631;-1.1703200676895347;1.4551471269711094;0.6357064888502499;1.4467766688292096;0.10914312806974395;-0.913425839521861;-0.2318523691753004;-1.2299065904200899;-1.2522190037960923;-1.5565447030721018;1.3185787021555408;1.9156733997272117;-0.5626405671613585;-0.7465426159088694;-1.0797810431941073;-1.3504525643071625;-1.3414109938056344;0.24073216164590058;1.7019794597540634;-2.654260363771984;1.2813655619081608;-0.6995109750810679;1.254117345624236;0.2776999368353497;1.2833439753821572;0.43479563318726466;0.6697183299467357;-1.0152110522689264;-0.4807400342982235;-0.38626305787848153;0.810387268435354;0.7924074926252247;-1.5615664807842933;1.3378620737151528;-0.07464604520555268;1.4188129174108126;-1.8442389912079455;-0.5786601838946265
2010-01-07;-0.2034244921205459;-0.7698486462154492;2.2340327046466406;-0.390997088801652;-1.2742039350401557;0.44307213096107056;-0.813224237676921;-1.011043401486733;1.2973714951991204;0.729514189670127;0.9720412032695916;-0.10166390253447236;-0.82351884591424;-0.012137460153919952;-1.190683244539104;-1.0966480949482367;-1.4133585826055208;0.699061799828872;1.7389441779867387;-0.5772794881638399;-0.6219999724646624;-1.1583680105326986;-1.336194943242652;-1.5912881632515266;0.1016814926894652;1.4045905228214122;-2.4320070970060175;1.2027664178503537;-0.6685944309965084;1.3468368909830908;0.4041920503948586;0.9765490315239984;0.5243140849325392;0.5285620463496342;-1.1778234306120727;-0.4968240695277594;-0.18862602800307257;0.7906238337711375;0.8721146943909535;-1.595250573009966;1.1704866218387981;0.20717476809094057;1.2546826060588718;-1.5846010928069556;-0.4763947553592437
2010-01-14;-0.13511667771391442;-0.5906345917020279;2.2567079579453018;-0.05039104659297336;-1.2652688598316024;0.5567421305012366;-0.7446839340062807;-0.9579511794191329;1.3313232134285367;0.8516823581797358;1.1941053922350644;0.2145466433718521;-0.7837522910493352;0.07224580200646305;-1.162573179991064;-1.027137688867277;-1.4992702548854704;0.8229651802942053;1.4513970426139202;-0.5986748342443934;-0.5337822666916809;-1.2032748490118976;-1.3497736299707581;-1.544494685827201;-0.0373691762670337;1.2502206929632458;-2.0404180079421628;1.2706474968093686;-0.6239372006521504;1.5248584180720925;0.5879636116039546;1.0850290116727388;0.6641866657845272;1.1637653225365874;-1.053472788349664;-0.5145165082802545;1.166599319714009;0.8845001484261644;1.0159764731876344;-1.631107832476023;2.308639694598004;0.7138526132729363;1.5278154905987416;-1.6015339992244106;-0.3869125053907937
2010-01-21;0.08418735801263948;-0.5324482103665019;2.1387966407922963;-0.03451534123578978;-1.2362298654037902;0.6229082496365583;-0.6761436303356375;-0.9844972904529324;1.4970874847839168;0.9738505266893446;1.474127683305895;0.28328806639496634;-0.5088443682875708;0.19643248971420033;-1.0945860471306876;-0.9476972247747596;-1.5851819271654202;0.6247197715496711;1.2178102638790735;-0.6257005345566702;-0.4637270297543147;-1.253795042300986;-1.3565629733348146;-0.7883120906501206;-0.9184963744503946;1.4136711010483711;-1.6488289188783607;1.2242025480479375;-0.5724096271778847;1.4284300908988827;0.7621885982047872;0.9392590383478681;0.7182707303806327;1.559002916608468;-0.9386875801074485;-0.5273837364638881;0.8503800719133577;0.8202689857674622;1.194831657637561;-1.6669650919420695;1.6008806409494232;1.2115361771795115;1.4275832393914503;-1.477359352163069;-0.2910386661388932
2010-01-28;-0.04523797454729321;-0.548740397140449;2.211357451347991;-0.03595858717735144;-1.1625154949332004;0.4481618324330165;-0.6050647968994158;-0.9579511794191329;1.4152039290541492;1.0960186951989532;1.2103857579949968;0.3520294894180802;-0.2408523681110141;0.3046978072029971;-0.9801846216444782;-0.9377671667631938;-1.6424563753520514;0.37691301061900445;1.0718637959253636;-0.620070180324944;-0.3564819756773576;-1.208888203821787;-1.2941010143855187;-0.4888338351344448;0.1158703364605819;1.5430693407824174;-3.0564329417294123;1.1491760923563938;-0.5002710243139211;1.2466997819955281;0.793214965681648;1.054519017255904;0.7798146659555082;1.3660893290257647;-0.8430332399055958;-0.5032576836195802;0.6047454776396342;0.8499141377637861;1.3270289678831595;-1.6571858393604204;1.160922310303007;0.8697534887135477;1.3248451819039766;-1.322705473550305;-0.13124893405237642
2010-02-04;-0.08118945581394237;-0.516156023592555;2.2068224006882566;0.22238243636228155;-1.1357102693075294;0.8790898903912651;-0.5542942015878304;-1.2101392342402357;1.225473738948595;1.218186863708562;1.12572785604335;0.5078433816038056;-0.16650620032008864;0.4487862076844095;-0.8710129756090665;-0.894736915379748;-1.6997308235386854;0.7238424759219382;1.013195488708239;-0.6268266054030132;-0.19907391243537312;-1.1415279461030023;-1.313790110141277;-0.14069036309747132;-0.2927683641463083;1.6406855567221412;-2.738928274920915;1.2099117945828815;-0.6101965143923433;1.3357105455400278;0.8481077696791698;0.9782440312138198;0.8227089240834495;1.1496496941768768;-0.5082430491991189;-0.48395684134413386;1.048017101788764;0.9857877510802726;1.4320091848428997;-1.6723980100429818;1.199179556446174;0.5609498315907933;1.3148219567832473;-1.254973847880482;-0.07372463050122656
2010-02-11;0.13092428365928124;-0.4649520080172909;2.1932172487090646;0.24403112548571443;-1.0865673556604696;0.6195151153219267;-0.5009850765106665;-1.2831410395831864;1.0637037873849091;1.3403550322181708;0.9407829010105226;0.31995015867396065;-0.18552498742939655;0.5196363051586952;-0.7723008884752522;-0.868256760682234;-1.7570052717253166;0.37691301061900445;0.9737211338522727;-0.611061613554186;-0.006205790990524409;-1.1022344624337206;-1.2954588830583273;-0.06301319057309307;-0.3949280392979674;1.4772351486370272;-2.474341052580496;1.0705769482985878;-0.5208820537036274;1.1947768365945681;0.957893377674215;1.0528240175660786;0.8562783434879283;1.0320194578459587;-0.5847665213605998;-0.4429425515088104;1.7595104093402332;1.1414247990609752;1.612808447384675;-1.6669650919420587;1.2661297371967157;0.37206992480697243;1.194543255334497;-1.1477321072365945;0.002974440900306568
2010-02-18;0.30708654186585793;-0.4346950897228171;2.138796640792302;0.3854692277588104;-0.9972166035749003;0.9189592185881893;-0.4375218323711862;-1.4025985392352875;0.9538599931132717;1.4625232007277795;0.9290610376633714;0.6086641353710398;-0.20973071647760583;0.569788621348358;-0.7271940407121181;-0.868256760682234;-1.7570052717253166;0.87252653248034;0.922295827526151;-0.5986748342443934;0.14514811597292235;-1.0040007532604884;-1.2723751156205445;-0.11074253754590455;0.09033041767263537;1.2570311266334593;-3.3633541196443097;0.9491055438456136;-0.4590489655345085;1.1502714548223183;0.9292536538494203;1.1002840088811539;0.8823878919136324;1.0037882011265389;-0.45085044507800964;-0.3930820422972434;2.375008588095075;1.4502284656893527;1.9646865820089883;-1.6723980100429818;1.6188137250790318;0.324100424671402;1.1293922920497574;-0.9693721596393933;0.09245669086877248
2010-02-25;0.7492897614456314;-0.4114205371886067;2.1524017927714882;0.9440054071433804;-0.9100996202914722;1.5857101114133505;-0.36898152870054607;-1.5220560388873892;1.5330363629091803;1.5846913692373883;1.9924945291021305;0.9752850581609819;-0.1578612970885921;0.63347410222412;-0.6618217975771415;-0.7060658131599998;-1.7570052717253166;1.690288843551542;1.0689665955689618;-0.5716491339321165;0.2895829871894691;-0.8131466897239554;-1.2927431457127068;0.04180419885739354;-0.714177024147013;1.4363725466157458;-2.516675008154948;0.9062332834504457;-0.40408622049528886;1.1280187639361934;0.8767474935039645;1.1629989974046444;0.9084974403393367;1.5354768693422847;0.4865620889001215;-0.3544803577463508;1.9740877560621037;1.42799460169211;2.295179857622986;-1.7082552695090283;1.8160776505047342;0.6029231442094193;1.4100425954301743;-0.8203625831657819;0.1947221194041394
2010-03-04;0.8535490571189098;-0.4044381714283433;2.0707708808963416;0.6741184160712498;-0.8877619322700833;0.9757942183582727;-0.2928256357331678;-1.369415900443037;1.712780753535496;1.6246869005947002;1.761313335311096;0.6224124199756624;0.008120844956243345;0.7369630086472324;-0.604947946049712;-0.5008446142543198;-1.7570052717253166;1.2937980260624735;1.3496328800953281;-0.4804373953781848;0.48331598810268117;-0.7738532060546458;-1.2791644589846007;0.06332919847258277;-1.3271350750571578;1.3319458970058085;-0.8021498073889993;0.827634139392639;-0.42813242144994906;0.9722499277333154;0.8146947585502438;1.0036690265611818;0.8525484079985409;1.6201706395005453;0.8883103177478889;-0.27245177807570786;1.9740877560621037;1.42799460169211;2.588735649491888;-1.7538917815567128;1.883027831255276;0.7408354570991974;1.2596942186192366;-0.7142497029497252;0.25224642295528926
2010-03-11;0.4544876150591158;-0.4370225449762402;1.970999766382274;0.3984584412328698;-0.9078658514893366;0.47361033979275646;-0.1989000344067317;-1.0309529847620835;1.3552891321787117;1.4908836684175095;0.9700875593783997;0.3153673971390866;0.04097147723594919;0.6716853907495789;-0.5265012542877393;-0.4180941308246071;-1.7570052717253166;0.9716492368526071;1.2851701721654016;-0.461294190990323;0.6450484486864789;-0.8047266575090934;-1.2472545451735453;-0.08734579883374304;-0.9440362932383412;1.0232062372894641;-0.36822676275069244;0.6847266047420809;-0.5346227399634259;0.8276074369735016;0.7621885982047872;0.9884140293527647;0.8357636982963016;1.319037234493398;0.9074411857882607;-0.1839895843132482;1.9458538946513322;1.225419396383894;2.788975692952133;-1.7973551263640453;1.5482769275025698;0.5099822376967506;1.0692529413253824;-0.609265683161499;0.2075052979710563
2010-03-18;0.19563694993924816;-0.46029709751044917;2.0571657289171497;0.199290501297287;-0.9391386147192815;0.19537332599294355;-0.09228178425240086;-0.7787649299409807;1.051720828009821;1.387622478367722;0.4582328598861372;0.20538112030210381;0.0392424965896516;0.5634200732607821;-0.47420345977975803;-0.40485405347585424;-1.6138191512587359;0.5999390954566048;1.1558826062609981;-0.4455291991414929;0.7566179001052482;-0.7766598834595906;-1.1983712729523555;-0.17999688413390408;-0.40769799869190887;1.0368271046299027;-0.6328139850911113;0.5846913304866902;-0.3800400195406286;0.723761546171585;0.7454820926403243;0.9612940343155811;0.8711980854454728;1.0978923901912723;0.8500485816671485;-0.10196100464260531;1.5731669240291342;1.2180081083848129;2.8686828947178613;-1.8060477953255074;1.3091691391077782;0.3181042371544538;1.0567239099244707;-0.549661852572055;0.16915576227030563
2010-03-25;0.32506228249918195;-0.43935000022966036;2.0662358302366184;0.22238243636228155;-0.8855281634679422;0.4328927280171746;-0.008510301988287594;-0.8451302075254813;0.8599934780084171;1.4007119249937512;0.40874054797594433;0.47576405085968604;0.008120844956243345;0.48381322216607753;-0.4160221633896286;-0.40485405347585424;-1.5565447030721018;0.6742811237358057;1.009573988262738;-0.4286381364463255;0.8111053066120889;-0.6419393680220353;-1.2071974193256247;-0.11635775483682367;-0.03736917626697018;1.204817801828485;-1.437159141005994;0.745462306968568;-0.2804200441570595;0.7311791098002929;0.7383221616841253;1.096894009501507;0.8973076338711771;0.9708517349538829;0.811786845586411;-0.01912822321048282;1.307768626767872;1.3514112923682717;2.8531302699830854;-1.7843161229218465;1.3235156064114646;0.4800013001120134;1.2847522814210597;-0.5212145697907292;0.22668006582143957
2010-04-01;0.788836390838943;-0.4416774554830805;1.9800698677017317;0.8949350451302663;-0.7961774113823757;1.013118695819224;0.027029114729824798;-1.0176799292451837;0.8440161988416331;1.4094382227444378;1.0456284565044847;0.5032606200689314;-0.06276736154206113;0.4575429613048265;-0.41929077554637784;-0.38168391811553565;-1.6138191512587359;0.6495004476427373;0.8795621222692341;-0.4038645778267374;0.7989969940550135;-0.4931854655597287;-1.2343547927818435;0.11667376273631222;-0.8929564556624481;1.2229789582824029;-0.7492323629208946;1.0955857668624354;-0.3079014166766651;0.9685411459189615;0.9006139300246263;1.3087689707295151;0.9140923435734165;0.8579267080762025;0.8883103177478889;0.016256654294495448;1.1157783691746181;1.2180081083848124;2.788975692952133;-1.8256063004888052;2.169957177329024;0.4979898626628542;1.304798731662518;-0.5040935199686347;0.2586380122387397
2010-04-08;0.6953625395456583;-0.45564218700360737;1.9664647157225394;0.9252432099030727;-0.7179955033075037;0.8035926518907048;0.06256853144793403;-0.8185840964916806;0.8599934780084171;1.2959963519855149;0.9857167105079346;0.26495702025546936;-0.1284686261014814;0.5371498123995292;-0.437595003624171;-0.38830395678991003;-1.7283680476320011;0.4512550388982053;0.7629498079240857;-0.37458673582177177;0.7600774179786982;-0.46511869151023977;-1.1909029952518948;0.0923411544756634;-1.0845058465718882;1.0595285501972773;0.0021953485259097365;0.806198009195055;-0.28385521572201344;0.8943655096318776;1.0127861816717376;1.1155390060895711;0.9178222790628038;0.7214756339323388;0.7065670713643769;0.06048775117573328;0.9633155175564476;1.1883629563884883;2.773423068217356;-1.8201733823878927;2.064749750435317;0.5999250504509508;1.1318980983299396;-0.45912724626005763;0.277812780089123
