date_mesure,A,C,B,D
2011-09-01,-0.9340877883227696,-0.013365474322896587,-0.9722293159010538,0.14178816251760595
2011-09-08,-1.0052295009211702,-0.06824074886352738,-1.047889900396406,-0.011920097526363027
2011-09-15,-1.069071274620625,-0.1324659657549725,-1.0441517219793608,-0.06758603343562775
2011-09-22,-1.078686514404847,-0.20773322821104778,-1.0134482688860222,-0.14125302367331216
2011-09-29,-1.1362919266913836,-0.30090649057250884,-0.9971693878591014,-0.04784142127725277
2011-10-06,-1.162243655202075,-0.37822554810243375,-0.9634226427511406,-0.07730983043084838
2011-10-13,-1.1908981200738995,-0.36788261991163657,-0.9439267988397533,-0.1448394896523605
2011-10-20,-0.9607907775860572,-0.32647154087000446,-0.852759739043313,-0.2145912360101654
2011-10-27,-0.1873947187940338,-0.23452887670573555,-0.5543498079342121,-0.3020917552019514
2011-11-03,0.7571946347084946,0.6402068366526643,0.03285829503441545,-0.5092145414101399
2011-11-10,1.14880431761885,1.0339143259718258,0.1413267008421305,-0.6085437982105674
2011-11-17,1.308865805399983,1.0456756842078985,0.2784258301038807,-0.5459870268478638
2011-11-24,1.2981856738105992,0.9984157713875732,0.3982306831073012,-0.4810678286960127
2011-12-01,1.0591398349996572,0.9673226541297404,0.38343471695927217,-0.4911576982721446
2011-12-08,0.8875442016842188,0.9232027150186728,0.4484028318674603,-0.4667587557223194
2011-12-15,0.7441792330621925,0.8542994353802047,0.7826105930448091,-0.44442917081231803
2011-12-22,0.552914898040925,0.784326189603176,0.7612039589160313,-0.47146526068214734
2011-12-29,0.4550971229734735,0.7470243634127198,0.7643021482338279,-0.4566527296781102
2012-01-05,0.3674700528291053,0.6953389563604941,0.8714387968901669,-0.4414033322374306
2012-01-12,0.1923527687230252,0.6521762402621069,0.6585474097579418,-0.416619251117515
2012-01-19,0.1045296866051735,0.5996540415956465,0.534894915378143,-0.40321581527037187
2012-01-26,0.041425114523119505,0.568397842924002,0.5208000061754695,-0.3966517877838851
2012-02-02,-0.047040946447547916,0.5193671934976095,0.5071714885520153,-0.42327355796738664
2012-02-09,-0.13665911258217786,0.47399052345379217,0.3667544634313429,-0.5036785071907904
2012-02-16,-0.19095973141686703,0.435643428517644,0.2991455910660786,-0.5048357364461511
2012-02-23,-0.2690695273124288,0.39718031164018125,0.2802151770719181,-0.453897543633575
2012-03-01,-0.3370709235714781,0.35012382709065576,0.25849603540190524,-0.40551785303012194
2012-03-08,-0.4170924709045447,0.298553372677031,0.20934850122261967,-0.3518705566316776
2012-03-15,-0.45206318442752524,0.2528749589750773,0.20291510977778446,-0.30979797733907766
2012-03-22,-0.4776615239783307,0.2125824520337722,0.291011365284211,-0.31135347679342823
2012-03-29,-0.5145400285165393,0.17784270012785483,0.2284414001866926,-0.2977752237218556
2012-04-05,-0.3107862066948055,0.18197422232222515,0.2243757750834647,-0.31253677718752104
2012-04-12,-0.21280666887425895,0.15794002339110014,0.32014810435193947,-0.4073114940651657
2012-04-19,-0.3212700646083492,0.11087818534637467,0.6462132527493994,-0.382055581166725
2012-04-26,-0.0752446055579957,0.06272618619282536,0.8563727350586441,-0.33433182555021335
2012-05-03,-0.04834974493689273,0.04549216517727345,0.8121993114219266,-0.31653989769739066
2012-05-10,-0.2528908580571971,-0.008371177929894863,0.6208426185263408,-0.2638774807807794
2012-05-17,-0.061909653057361874,-0.026883493790201385,0.6839549412033847,-0.2052993199915888
2012-05-24,-0.01267223696213457,-0.0336887047389583,0.7549092454947492,-0.19383288243705893
2012-05-31,-0.24117181871259633,-0.0959478142431745,0.434219958364463,-0.1452687355861861
2012-06-07,-0.3264922356530832,-0.13362576257607378,0.31944826996567,-0.030365741984021727
2012-06-14,-0.48026018601387244,-0.20104581177339853,0.19290515857967858,0.015428897507742595
2012-06-21,-0.6506824247540093,-0.29387842143965953,-0.018738352782651513,-0.034101852058986415
2012-06-28,-0.7005881613109115,-0.33785387577440557,-0.21741993922414987,-0.036298988337475024
2012-07-05,-0.6617181698128525,-0.36068459758790156,-0.3002572117359448,-0.048421295693199806
2012-07-12,-0.8836143942159005,-0.45433725635949823,-0.5129126899449362,-0.08257631290482115
2012-07-19,-1.0637769950256728,-0.5510007236598058,-0.6853649878887934,-0.10606609659457333
2012-07-26,-1.16371843113469,-0.6355589824723205,-0.8281610484282853,-0.07342896927312903
2012-08-02,-1.251587876110396,-0.7162144913609163,-0.9388387011413196,-0.03982151960573266
2012-08-09,-1.333992878290387,-0.7869240824297853,-1.0759914967709558,-0.02649894939221109
2012-08-16,-1.417253799558895,-0.8552020582872848,-1.1755660672370118,-0.05326167254233494
2012-08-23,-1.3958963184324253,-0.9038305276608372,-1.2447893266900931,-0.05075397298387596
2012-08-30,-1.0942827064664402,-0.8229171202671077,-1.1829579917097544,-0.026560040960660225
2012-09-06,-1.1924262551513325,-0.8795703712413125,-1.2067626232396844,-0.0768831059142826
2012-09-13,-1.202591058066392,-0.8928242907358916,-1.1759560830846938,-0.07564682847656212
2012-09-20,-1.159901106827539,-0.9164887499212405,-1.13194224937811,-0.12269648810075406
2012-09-27,-0.8093380014370083,-0.8607864085121585,-0.9906521833937261,-0.2003671220320591
2012-10-04,-0.8025478695590309,-0.8201826208305092,-0.9172512158442508,-0.17382574794937888
2012-10-11,-0.9056488077141096,-0.849778481593189,-0.8368991221246963,-0.11844270456423867
2012-10-18,-0.7691645594987848,-0.8752876536927376,-0.5351149886160386,-0.2124200956907904
2012-10-25,-0.025526856309788182,-0.8340385691958822,-0.25036034098176113,-0.45276168166329434
2012-11-01,-0.19643282197237427,-0.8087358636629393,-0.1308926023352794,-0.579835887903879
2012-11-08,0.21262577744170003,-0.7812274408941514,-0.12142245776984649,-0.6840732107053009
2012-11-15,0.170768180473494,-0.7564316924163498,-0.14684339463827778,-0.7336563471973426
2012-11-22,0.04994090394572123,-0.7538919092844883,-0.09711778921038669,-0.7405221898257783
2012-11-29,0.07618897084600237,-0.677426018540672,0.027897681604757557,-0.8283537059329051
2012-12-06,-0.08279720060509882,-0.6833947553234335,0.25877746163236925,-0.8366871900049966
2012-12-13,0.1701201015111689,-0.6706220525206243,0.3864549351693578,-0.8667807355188234
2012-12-20,0.17008161723220758,-0.6731497313960246,0.4869900470587571,-0.8632722510053614
2012-12-27,0.13893059653396678,-0.6708635004301681,0.43504062550005274,-0.8188972809286195
2013-01-03,0.04795444658485323,-0.6888304601004175,0.44011800604232476,-0.7169056315105562
2013-01-10,-0.006279576317881642,-0.6902331486036991,0.4615498227542221,-0.6248230585278779
2013-01-17,0.24991629841621996,-0.6755574420027063,0.8057956387221524,-0.5879076554934654
2013-01-24,0.3386106897446163,-0.6641058328727205,0.8796592593991748,-0.6019697879228194
2013-01-31,0.22735404751541208,-0.6457729405750645,0.9612207201826131,-0.5953342483496675
2013-02-07,0.14154782291089782,-0.6356599117095223,1.1000950292237806,-0.574185044331557
2013-02-14,0.08762243504707051,-0.6393089308740262,1.0147990533544553,-0.5288084684264648
2013-02-21,0.015750115995196545,-0.6478352636945721,0.8834019430471697,-0.5025826938986037
2013-02-28,0.16779074408597638,-0.6480768912762858,0.8973112275011422,-0.4306152740637319
2013-03-07,1.0506605922575751,-0.2448400487953576,1.140185934231182,-0.2112451375510105
2013-03-14,1.297789230314164,-0.059473998437592934,1.2105245060685168,-0.1644713052374125
2013-03-21,1.647814618024945,0.1960529029232876,1.235189800202865,-0.06957020901482847
2013-03-28,1.8544574432602534,0.3613569775149158,1.425377833266006,0.08892340609966798
2013-04-04,1.8478767360160964,0.4711094889748969,1.4516785131993362,0.11588150945922582
2013-04-11,1.5295139274727125,0.485878462665815,1.3301040813080331,0.10441819073792713
2013-04-18,1.1841449951979692,0.4461505870890843,1.1554831569003852,0.22452147158342173
2013-04-25,1.1897558672504633,0.445540562044101,1.0454526633719228,0.30201215539476667
2013-05-02,1.2843383910863118,0.5055129989607199,1.149476604212164,0.307986873817633
2013-05-09,0.9242416328377954,0.47218984268337766,1.0164670969280123,0.3398155646113451
2013-05-16,1.0783272893324374,0.5143029198530762,1.129505419618469,0.4312339202517853
2013-05-23,0.8425844913252961,0.5013262289003473,1.118179768501152,0.3608680184282852
2013-05-30,0.5641567586236267,0.42871447443091726,1.1684147455435128,0.40149544717592134
2013-06-06,0.4241363213250904,0.37973280933890824,1.040334776199877,0.42757051483498537
2013-06-13,0.27781316443177817,0.33172246245422,0.867064411684916,0.440454129274357
2013-06-20,0.07681504854081533,0.23347135783863926,0.8139280740622854,0.4533146172852454
2013-06-27,-0.10870927258483926,0.14443598253367934,0.5083428061767452,0.45613332273098145
2013-07-04,-0.24364089814165601,0.01853403580574812,0.3069535700802795,0.4409613235967007
2013-07-11,-0.3921775066475536,-0.059141465030240196,0.0956013776495867,0.4177402525280288
2013-07-18,-0.48541292024235316,-0.13433267513835448,-0.04123243092129415,0.4637636448782554
2013-07-25,-0.6004593406886682,-0.1613646199745044,-0.2214224284049672,0.4886349367755277
2013-08-01,-0.6989236000227476,-0.20003556592998034,-0.4226601067284151,0.48995079785564033
2013-08-08,-0.7084386735908028,-0.2588282681379637,-0.49000320163193417,0.4683621106876216
2013-08-15,-0.8276340492382335,-0.3345684777937149,-0.6400584468514561,0.49161205754888515
2013-08-22,-0.9155559279912171,-0.3994441475515385,-0.7455365730827092,0.6214099121393184
2013-08-29,-1.0103473069847548,-0.4765701129726393,-0.7961502738380305,0.7118302620918527
2013-09-05,-0.9535255468155595,-0.523601724130407,-0.7253030502755792,0.6840693006887003
2013-09-12,-0.9971778507096005,-0.5575670905336622,-0.7132890886375266,0.5887348063712741
2013-09-19,-1.0531045475401142,-0.6365142905462833,-0.70275586126215,0.6866348230347141
2013-09-26,-0.8983276368219839,-0.6568852445309978,-0.6419664952449436,0.6706514844748912
2013-10-03,-0.689541030578705,-0.6663896106362223,-0.5023343221202154,0.45805744280121324
2013-10-10,-0.769538229367622,-0.683807018044815,-0.5092260977750346,0.3674558004706804
2013-10-17,-0.5393732856215749,-0.7076958860023455,-0.4309615400598458,0.3268920005750371
2013-10-24,-0.30180736799656177,-0.7295287112819505,-0.38148776798800915,0.2091149885169738
2013-10-31,-0.46269921958268756,-0.7941696952237219,-0.20394132175099444,0.2162623669761961
2013-11-07,-0.5161346578958195,-0.7764749837026392,0.03196033630441447,0.17526192543050484
2013-11-14,-0.36662268720344643,-0.7740457304969302,0.20108803989410118,0.1861919202252867
2013-11-21,-0.2515533868844077,-0.7335239503797536,0.4793946005462016,0.27614666180975794
2013-11-28,-0.39281861288890507,-0.784382180337895,0.3721552775830871,0.20290554207983533
2013-12-05,-0.49410811138455374,-0.8178309610125978,0.2402618299440465,0.23435957057823198
2013-12-12,-0.5659353849478416,-0.842211861624798,0.21256774387811353,0.21197086668992374
2013-12-19,-0.46409073836348186,-0.7913764725215624,0.24558564742815037,0.1840354620055205
2013-12-26,-0.36660554722574945,-0.7452912242365796,0.47179275547058547,0.13453584085158
2014-01-02,-0.1717973723867291,-0.7275216611547259,0.7087565820919428,0.11097185034440543
2014-01-09,-0.07785193684149022,-0.7056205857459541,0.6930762639474246,0.1308870825743883
2014-01-16,0.3896117412509779,-0.4080197971015328,0.8226239761209707,0.05955984641170742
2014-01-23,0.37776210788856945,-0.25660180457072146,1.0903795196752877,0.058626029736660534
2014-01-30,0.3344973401234871,-0.21742702588124208,1.237213378456628,0.08068279025487624
2014-02-06,0.566395896455236,-0.004058318133131733,1.3289386308101243,-0.0007504511002746073
2014-02-13,0.4932342699747394,0.04732723809588035,1.350550497470255,0.1025709511566768
2014-02-20,0.3285812339080132,-0.01239752497700064,1.2011853395184149,0.11578770415470657
2014-02-27,0.3109358641208191,-0.014967401380961864,1.2227741911684742,0.15509588761441528
2014-03-06,0.15990725657190014,-0.06229357142383224,1.1958671129666818,0.14602686607756055
2014-03-13,-0.006594431629602215,-0.11124208761899224,1.0197252452145997,0.24571477475600945
2014-03-20,-0.13096668906802222,-0.13896199227653383,1.0163110814925562,0.33883412382239236
2014-03-27,-0.20368062599352987,-0.18087139130004937,1.0021603808802328,0.38660212546234
2014-04-03,-0.21352667330150232,-0.24346228472151943,1.0743229458725585,0.4651018277721468
2014-04-10,-0.3395185048445729,-0.3030809653346053,0.8241975582105833,0.4882428199484028
2014-04-17,-0.40815388082641135,-0.35816816143271735,0.6848563241607971,0.5673214723754559
2014-04-24,-0.4187913678911591,-0.3941725951958836,0.6029272809682541,0.596958395625479
2014-05-01,-0.5588738582293405,-0.44935123353477235,0.5216079133103548,0.6276023166200001
2014-05-08,-0.6735364445940474,-0.5191808303987447,0.35852333370064404,0.640283130129892
2014-05-15,-0.7506204117003554,-0.5765154996699158,0.2873137713815587,0.6066884490320879
2014-05-22,-0.5034180587611046,-0.6164735889214488,0.2584158398551162,0.6268296708006104
2014-05-29,-0.7201374983094269,-0.6853424530867348,0.13234663694690654,0.6432297288138692
2014-06-05,-0.8918437312981763,-0.7961180788187004,-0.01873997629015628,0.6756134624649482
2014-06-12,-1.039111883603808,-0.8534677874765358,-0.19993854444600545,0.7452280324177598
2014-06-19,-1.0843020045758702,-0.8747088548435611,-0.30897410819391313,0.8184437922838298
2014-06-26,-1.035348199815283,-0.9089003664958194,-0.36157893422501114,0.8715733824816018
2014-07-03,-0.9146977049719032,-0.9296921232535164,-0.3608545663468774,0.7635724226142305
2014-07-10,-0.9563547032854227,-0.9364233632110396,-0.45261342310413955,0.6595942818191252
2014-07-17,-1.0417681005240684,-1.0120016646350498,-0.6216145271538424,0.6585200344509347
2014-07-24,-1.0264203567336523,-1.0468112642303793,-0.7040027375812563,0.5835416872074628
2014-07-31,-1.1492077224470654,-1.093655208594344,-0.7691439321500478,0.6189419676818328
2014-08-07,-1.2111358691009138,-1.1437715670734314,-0.8914970476338876,0.7118187956140143
2014-08-14,-1.224331958084679,-1.187101944947437,-0.9521129481668533,0.7818393364353236
2014-08-21,-1.2905444930573924,-1.242842825318824,-1.003818012824667,0.8337895961975154
2014-08-28,-1.342107056469975,-1.292025220934829,-1.0368066894100008,0.9332126117047119
2014-09-04,-1.350871739007741,-1.3344004474311193,-1.0174304432379104,0.8760398990197856
2014-09-11,-1.2157280800180963,-1.3314722418629898,-0.9626732066110111,0.8112662380100772
2014-09-18,-0.1789174359126215,-1.1626145894450244,-0.8937103336794823,0.3919915863721738
2014-09-25,0.285120162118774,-1.0670625689691366,-0.7745905614411969,0.4057853980724043
2014-10-02,0.7927354201688162,-0.9003478303635256,-0.6016277025900175,0.5351095248654187
2014-10-09,1.0722082435875753,-0.7991051646868939,-0.4643478021386596,0.39007532002771267
2014-10-16,0.9449330248130619,-0.7519735694164877,-0.48991191169740483,0.25823316057338364
2014-10-23,0.6303577174788149,-0.7594500224158867,-0.5174175938478912,0.21962168663191586
2014-10-30,0.5531360334069281,-0.7560393214675165,-0.44906289276151645,0.15249184428052548
2014-11-06,0.6642099482632129,-0.6460259877488129,-0.26283004504074364,0.09408001112794795
2014-11-13,1.0263415985318642,-0.4098722703019777,-0.03334310762177173,0.007613599767818335
2014-11-20,1.0303141795401525,-0.2966429740607828,0.0732621121265124,-0.03090786725291189
2014-11-27,1.6477454852319329,0.459764568350872,1.087677452861478,0.099646929962379
2014-12-04,1.812060495462673,0.6781649382822861,0.982182353008844,0.2577777452826657
2014-12-11,1.8561996750506287,0.7735107876380698,0.8952698938318597,0.21023979908590795
2014-12-18,1.703260816965276,0.7877830043593483,0.8805011080623266,0.2652242401916092
2014-12-25,1.453460294075566,0.74484634676062,0.9133092450799734,0.203387542489176
2015-01-01,1.1743601365274496,0.6549607590428637,0.824415762455371,0.23200302228460867
2015-01-08,0.9783821840327335,0.5889442003744292,0.700892168402101,0.23709784489232294
2015-01-15,1.0487548779335096,0.6823013533742122,0.7227000939020759,0.25648291332636186
2015-01-22,1.1804082569429153,0.9850578914575274,0.6374087146818108,0.14532886049034655
2015-01-29,1.008539225785558,0.9891627269796842,1.0013763631354646,0.15803468967325873
2015-02-05,0.8069082847609914,0.8837633015773279,0.876213326339499,0.14435890772610316
2015-02-12,0.6794080090483099,0.8317800706193633,0.8421718838726561,0.178574857317512
2015-02-19,0.6126013385093437,0.8116673709087139,0.9310534937535258,0.2385320916486477
2015-02-26,0.5578185754098122,0.75923928459173,1.1285525419653926,0.2731172228593267
2015-03-05,0.42632764649888794,0.7009544435849326,1.1457402404896986,0.3066403774496833
2015-03-12,0.5159839080848585,0.6832917607067516,1.0272076585803884,0.3532844403233622
2015-03-19,0.7054741661481401,0.6971436314712043,1.140967846142294,0.46343584462282816
2015-03-26,0.748740480236736,0.6724146186325124,1.1178446705394813,0.5500096986386134
2015-04-02,0.5195254908366258,0.5451926743802394,1.0050089788623215,0.6085694351516362
2015-04-09,0.33835558157903656,0.5325588148204198,0.800127572394452,0.6373167567954104
2015-04-16,0.45569169391099823,0.5525469989656601,0.7378635358964585,0.6741724177937685
2015-04-23,0.9502703488232822,0.8363768112767141,0.7866368862549845,0.6564226917519385
