date_mesure,B,C,A
2006-11-23,-0.6467463589184689,0.18976300473343888,0.5614064504961228
2006-11-30,-0.70786513207859,0.2783631736150879,0.5463239926357268
2006-12-07,-0.5910719219133674,0.5959655681080956,0.6145030555058048
2006-12-14,-0.7823948874570308,0.39880894099937325,0.6292338440728131
2006-12-21,-0.899238709311179,0.1885077603259547,0.5553512440158269
2006-12-28,-0.913773160015092,0.22435465493170623,0.5119683364385266
2007-01-04,-0.8855318200185529,0.5921828431260525,0.5891630566958461
2007-01-11,-0.8780282006360978,0.6868171614413872,0.614283318647109
2007-01-18,-0.7807537544762279,0.9224733947446361,0.6679841809992128
2007-01-25,-0.851795138715869,0.9087689416418797,0.6399810865366491
2007-02-01,-0.927731389642023,0.7109746470014562,0.643591455263739
2007-02-08,-0.8528739154265645,1.0527549394024183,0.6740142292716698
2007-02-15,-0.7060222964285342,1.3946287751636897,0.7552178692339011
2007-02-22,-0.8750345994484753,1.2100366644688398,0.7369218278876675
2007-03-01,-0.335833513105813,1.704831505944666,0.939670840106479
2007-03-08,-0.4629985086381876,1.4918489166147029,1.0064825161528166
2007-03-15,-0.7095951444857932,1.1388512373281319,1.0421261169646416
2007-03-22,-0.5006205183848714,1.2720808042962402,1.0404321665978995
2007-03-29,-0.564040716558825,1.137008185338473,1.0276960608205785
2007-04-05,-0.7162530850216486,0.7972644666164291,0.9948964531423483
2007-04-12,-0.8315948969722997,0.48751275611973693,0.9509767697167486
2007-04-19,-0.7802892181515333,0.1910915786309792,0.8806887579032848
2007-04-26,-0.6720543384247347,-0.058474419654877985,0.8345774369900892
2007-05-03,-0.5628625277840719,-0.18830124201476536,0.7924136781115013
2007-05-10,-0.3757750813909967,-0.1428916407542234,0.7620029738093059
2007-05-17,-0.11926805225832399,-0.05474642828607651,0.7474308488464776
2007-05-24,0.014058255589487506,-0.19917450522053975,0.7379165607613063
2007-05-31,0.2620010922080974,-0.1413016264641306,0.713102869926464
2007-06-07,0.27400674426184135,-0.2244570234443263,0.7212526838514511
2007-06-14,0.432181631394156,-0.19051120403165417,0.7504808213695736
2007-06-21,0.7051409567719684,0.16577025258690292,0.8200994821209868
2007-06-28,0.6241306964231947,0.08992332828031752,0.8215541792606129
2007-07-05,1.1528718886263916,0.2681729984263253,0.8198486600602759
2007-07-12,1.0368627829597257,0.02611449438356267,0.7514326612939162
2007-07-19,0.8551367421909639,-0.13691312988188947,0.7141460186419399
2007-07-26,0.7066399220323464,-0.2830522663873857,0.66029401556581
2007-08-02,0.5693847957762413,-0.3172089083712945,0.5916309059167729
2007-08-09,1.4733534027709343,0.33450698719909355,0.9145440324455107
2007-08-16,1.5018022221961846,0.18824446441286108,1.0101442766445903
2007-08-23,1.2532432864896137,0.09863680296406335,1.0048681697302373
2007-08-30,1.129183259414158,-0.11151374983072943,0.9824684727651352
2007-09-06,0.7890350561431676,-0.28696017479766495,0.9478084070693102
2007-09-13,0.525944534587739,-0.39628378532147024,0.9063368611230207
2007-09-20,0.3993924501662626,-0.4672863888310963,0.86710380335259
2007-09-27,0.3108707765180276,-0.48065685159123894,0.8145387309541363
2007-10-04,0.1946393321285913,-0.5638982764545024,0.7553210995447703
2007-10-11,0.06500974587899094,-0.6516056255235492,0.6951842082202943
2007-10-18,-0.07257221372866862,-0.7255804186280205,0.6313146490049988
2007-10-25,-0.2062239849302376,-0.7919699003152372,0.5566942148745238
2007-11-01,-0.25606428166786754,-0.8310529517990364,0.46943470889436817
2007-11-08,-0.2216578307988593,-0.736661662415664,0.4316548336478875
2007-11-15,-0.26912952122781075,-0.6507131750625205,0.394630058700935
2007-11-22,-0.1487364336279818,-0.331134654380131,0.3621989955318369
2007-11-29,-0.21767956668624364,0.018841158343161704,0.372901612777065
2007-12-06,0.23484463425382796,0.8480900306153695,0.4711254349867491
2007-12-13,0.05804573045631045,0.9053650650307251,0.5306804136855482
2007-12-20,-0.26817526159979116,0.5544650489584001,0.5068012427304609
2007-12-27,-0.47558820272862645,0.30413124704130895,0.44956272922422946
2008-01-03,-0.5031731660858534,0.5100411115827758,0.39591774321379586
2008-01-10,-0.5084409228898688,0.6040820815045618,0.4218427496045664
2008-01-17,-0.6018795814115567,0.673545912621972,0.4153094323839052
2008-01-24,-0.6766349785141906,0.6011215853466643,0.42306200957207574
2008-01-31,-0.7390358290345637,0.7536189984981987,0.4069060051061346
2008-02-07,-0.820227288324632,0.756828169265604,0.43112364169035977
2008-02-14,-0.9507129043380677,0.48700882689588,0.4072810990383658
2008-02-21,-1.0711621606419375,0.28782551999351086,0.3600286030764678
2008-02-28,-0.9900757614831768,0.4407580387729457,0.30960229822164415
2008-03-06,-0.8957002428342427,0.5519203609825589,0.33218398434706164
2008-03-13,-0.763255800772239,0.8953840029660367,0.3505244635989714
2008-03-20,-0.6497465412804914,1.1224227362050878,0.38981043419142103
2008-03-27,-0.7451216989997654,1.0891633877942677,0.40915863847243306
2008-04-03,-0.7750941430862581,0.9018647226852161,0.41093888722522237
2008-04-10,-0.27746519223438915,1.4059873693480751,0.5046285011820018
2008-04-17,-0.0926212249905306,1.441589321795894,0.5767571048732768
2008-04-24,0.6115606803403517,1.3111819753044653,0.6376522286358908
2008-05-01,0.2692887243205271,0.9116530992572855,0.7020984260905487
2008-05-08,0.0023589989048102833,0.5229741409285793,0.6862595607297448
2008-05-15,0.022785960839657005,0.26489815714218756,0.68592436037771
2008-05-22,-0.008706182564527432,0.13093907448101136,0.648691299387269
2008-05-29,0.19072864094119757,0.3295798053230683,0.652206055036244
2008-06-05,0.4033538305416683,0.3859988150278116,0.6262061750138669
2008-06-12,0.523578825632336,0.2635221950395267,0.605323275567841
2008-06-19,0.3257347502474448,-0.006314960939779901,0.5540457763754172
2008-06-26,0.16055868199115286,-0.27419457636993116,0.4508649990502261
2008-07-03,0.23390185158534177,-0.3708930163494241,0.3938596957045712
2008-07-10,0.4858381539282557,-0.41906489872056607,0.28909823215941266
2008-07-17,0.6650245649858274,-0.5532500329580782,0.2744868945905596
2008-07-24,0.3522181062404917,-0.7441256119119541,0.17030510525786785
2008-07-31,0.02196819083393453,-0.8442512725233444,0.06929469601963784
2008-08-07,0.11926069426258756,-0.743026212224999,0.006826510922707918
2008-08-14,0.4296191826103961,-0.497220390607765,0.08372622701895924
2008-08-21,0.4226933006901633,-0.5724859184009872,0.09455309485812594
2008-08-28,0.27968251325708177,-0.6263068432356875,0.01771817793696162
2008-09-04,0.3653954151136395,-0.5167009307900297,-0.004316351550876174
2008-09-11,0.7776584103021837,-0.11073004023917982,0.001339638466902146
2008-09-18,0.5119823529296442,-0.2715099519953177,0.017569383589039783
2008-09-25,0.1735861822501934,-0.48400160280089366,-0.028585394854338364
2008-10-02,0.05504591100424733,-0.523618080275043,-0.07121756897682849
2008-10-09,-0.11769934090097728,-0.5759448149288332,-0.10763432914670362
2008-10-16,-0.1625667163889875,-0.5796037268046841,-0.16251358920917894
2008-10-23,-0.15821892352365516,-0.36676627472969203,-0.18832642535703864
2008-10-30,0.07300987977664596,0.06497270041746367,-0.15049333967057885
2008-11-06,-0.17718912336206563,-0.040690725367817086,-0.15624122907044072
2008-11-13,-0.37789652239640936,-0.17219082374832312,-0.1885568708188135
2008-11-20,-0.48540191294230195,-0.16990440524604788,-0.2368132583310448
2008-11-27,-0.5892371843005024,-0.12012480068645313,-0.2646500499100513
2008-12-04,-0.6097643909177922,0.2811804858781525,-0.2549570045071806
2008-12-11,-0.6029010353624089,0.4006346336992332,-0.22066841173714438
2008-12-18,-0.6694577555098571,0.22466432594570582,-0.22664847989691964
2008-12-25,-0.7255611361019758,0.10145379179129746,-0.25952861961655865
2009-01-01,-0.8834169559798544,-0.03609301758906003,-0.2944902093886343
2009-01-08,-1.0463868364876059,-0.18077868292551452,-0.3399349684489821
2009-01-15,-1.0868404473164381,-0.14025075034533913,-0.4056147018925186
2009-01-22,-1.1053877719530578,0.3112028915816451,-0.38932797745522557
2009-01-29,-1.2407124488920178,0.2633429850634952,-0.4032658074837469
2009-02-05,-1.096756688330125,0.6229889455034815,-0.3991027873984749
2009-02-12,-0.9450982676848785,0.9249438550716782,-0.28842521695890627
2009-02-19,-0.8558180502360222,0.8634659364564947,-0.23943797465292566
2009-02-26,-0.8018547111949278,0.6753419064792848,-0.20546568236405197
2009-03-05,-0.2427899810043812,1.038823405947521,-0.12727320181011004
2009-03-12,-0.24142403668743384,1.0460654209327997,-0.052102190137005455
2009-03-19,-0.392781445526617,0.7405956894814216,-0.024489321957988253
2009-03-26,-0.3979894049112211,0.834360049738055,0.006375443336371689
2009-04-02,-0.41570860531546444,0.5980732714865138,0.020207407071434813
2009-04-09,-0.42313091910942424,0.37293783609627906,-0.004957920584540421
2009-04-16,-0.4960318452173829,0.21828854647860646,-0.051342634915708334
2009-04-23,-0.454788410510647,0.04064069591035796,-0.09393078791261204
2009-04-30,-0.39488779092450593,-0.11740757707903587,-0.13977230090758003
2009-05-07,-0.32701509756272784,-0.23935884997687637,-0.1711760667317808
2009-05-14,-0.20979780916107038,-0.0992065970909567,-0.1677847406166332
2009-05-21,-0.150884939485116,-0.2234428001157322,-0.2037487430106766
2009-05-28,-0.17687388247920302,-0.4179323713492216,-0.22974894498369605
2009-06-04,-0.2345523017242028,-0.543767148164926,-0.2822618670990893
2009-06-11,-0.11599091647112286,-0.570871500254648,-0.3373322174724824
2009-06-18,0.1123557570256728,-0.6452517590450503,-0.35940617319581186
2009-06-25,0.03386548284000834,-0.8442460535524517,-0.4718773803880346
2009-07-02,-0.055608649146790756,-0.8940015230780758,-0.5422058550814095
2009-07-09,-0.10308135643350791,-0.8584682622960629,-0.5936792929045891
2009-07-16,0.48422776910346876,-0.6348858199711344,-0.5609755082551374
2009-07-23,0.46651060633598973,-0.7114680313408164,-0.5885668247127727
2009-07-30,0.18852813631113519,-0.9025450590327735,-0.6861250634054629
2009-08-06,0.14218297255121393,-0.9456755327970707,-0.7350791982597429
2009-08-13,-0.08265292085184084,-1.0303885972221194,-0.8077665490012126
2009-08-20,-0.3739656413443716,-1.173327071981526,-0.8789989954435525
2009-08-27,-0.39997281286925757,-1.2610511665849409,-0.8963780395681353
2009-09-03,-0.36302763598426946,-1.2682821227347385,-0.9052998453703515
2009-09-10,-0.3302828751400342,-1.3304148047532092,-0.9254096761834395
2009-09-17,-0.3957650396409593,-1.3745105433313856,-0.9608975541394393
2009-09-24,-0.45035597309713105,-1.4311480082023034,-0.9969340836605479
2009-10-01,-0.4866324919397679,-1.4688078568861795,-1.0308320978732357
2009-10-08,-0.46945071091368484,-1.3817130034043186,-1.0484487233475048
2009-10-15,-0.5686465924179623,-1.3492779515824713,-1.0925208475096928
2009-10-22,-0.7071031958767501,-1.3403737096717594,-1.1412077666410976
2009-10-29,-0.7017829530579136,-1.2720298401100445,-1.1896646668144195
2009-11-05,-0.6677263303433301,-1.044097764297402,-1.2157108526186655
2009-11-12,-0.6950728962445663,-0.9173784480394926,-1.2602788302024948
2009-11-19,-0.7986130955822773,-0.8474323715160822,-1.278635971649798
2009-11-26,-0.8302492696921513,-0.5497034486288115,-1.278875225326029
2009-12-03,-0.7781024572340305,-0.38503261702237196,-1.3132004797744994
2009-12-10,-0.7372426639043544,-0.1906781797828898,-1.294570064504138
2009-12-17,-0.9025610177904189,-0.1667294047338419,-1.3105004122014137
2009-12-24,-0.45853363266410174,0.703406477307829,-1.153692279009192
2009-12-31,-0.08230397327515215,1.071782306738971,-0.8861060985858737
2010-01-07,-0.4748413030676869,0.7354852919631767,-0.8010238199870201
2010-01-14,-0.5935328054359181,0.7464793995388439,-0.7562966560653642
2010-01-21,-0.7863582191724757,0.6863767465459787,-0.6696518542904141
2010-01-28,-0.891890612337012,0.6411929281662699,-0.6449783028224564
2010-02-04,-0.8154575233425659,0.9536243234731101,-0.5606225088012126
2010-02-11,-0.9885470186178632,0.7533802008765333,-0.5043158656222511
2010-02-18,-0.939888613936961,0.8972781022376878,-0.44633898874944533
2010-02-25,-0.6879801382359021,1.2945953521642566,-0.25870963853470363
2010-03-04,-0.8177756461380956,1.0715974534734338,-0.15383255346731411
2010-03-11,-0.9890198850049576,0.6939044296556216,-0.1503667546841353
2010-03-18,-0.9365183307235895,0.5141128093225873,-0.15143662562950239
2010-03-25,-0.8464776871436035,0.5029612147936081,-0.127770702437636
2010-04-01,-0.8661321829263617,0.5478248229512241,-0.132458729752999
2010-04-08,-0.9517199501512866,0.3874578021734806,-0.1465144875589886
2010-04-15,-1.0167403897114453,0.182584220147175,-0.1699196625526348
2010-04-22,-0.9809701532398593,-0.024293349729700375,-0.21809076616510373
2010-04-29,-0.7300167044824406,-0.08211336460400506,-0.23654875409052784
2010-05-06,-0.4282620102928117,0.07585249453549285,-0.25036149753999914
2010-05-13,-0.0769872248134117,0.298010673016841,-0.22297016659144842
2010-05-20,-0.16690600026832728,0.07352641723110123,-0.22110643224845855
2010-05-27,0.06404951673213885,0.023268855578258738,-0.22105896851127732
2010-06-03,0.17161344449335977,-0.1058035836646056,-0.2310251236715199
2010-06-10,0.35135014757987515,-0.07604117102597799,-0.22522897604259098
2010-06-17,0.6901512438915215,-0.17213476962478505,-0.23665684843598267
2010-06-24,0.20374356464886184,-0.4629204772087908,-0.33287578330732226
2010-07-01,-0.016682283232309136,-0.7222063955564777,-0.4271264843504205
2010-07-08,-0.23081660736089582,-0.9407562869384312,-0.5472579685393253
2010-07-15,-0.29178846918930434,-1.1567714912003262,-0.6559412135785248
2010-07-22,0.02560578890971643,-1.0445663680605037,-0.6869292792613841
2010-07-29,0.5785392046412043,-0.8687002513136182,-0.7082744559783054
2010-08-05,0.864967169695051,-0.8696543568536975,-0.7121556367831088
2010-08-12,1.1152500004685781,-0.5006082132738512,-0.659452781771256
2010-08-19,0.9431503760109818,-0.4484776237101934,-0.5767333126103731
2010-08-26,1.011843247757318,-0.43365664799979176,-0.5679157481832767
2010-09-02,0.7533391627539194,-0.5414636725861993,-0.5847736739878375
2010-09-09,0.5234268896421846,-0.5536665908834228,-0.6170484441104279
2010-09-16,0.26267321912565034,-0.677758419676923,-0.6812729922566274
2010-09-23,0.25477900959929456,-0.671125260503216,-0.6861958599139324
2010-09-30,0.09507803111768787,-0.6849725975018424,-0.720001318983897
2010-10-07,-0.11445415398823267,-0.7702067958511434,-0.7760769702649774
2010-10-14,-0.14812182798013063,-0.7829997521224158,-0.8133466968405317
2010-10-21,-0.24102932639313657,-0.767406652254069,-0.8622138432651568
2010-10-28,-0.4270969099223903,-0.7739738333831945,-0.9035958665163921
2010-11-04,-0.341855356177345,-0.47092170606457673,-0.9366497143145123
2010-11-11,-0.21890125353276738,0.08601470971267111,-0.9362987712575841
2010-11-18,-0.34945205697520093,0.15172100684571127,-0.9129369167564989
2010-11-25,-0.4369049668353632,0.1442523690446882,-0.9437705034971731
2010-12-02,-0.01848733561565072,0.5548958180049534,-0.9208706860408504
2010-12-09,0.5388013145525768,1.324639018656732,-0.5094373462605463
2010-12-16,0.2857187755076587,1.3893133573348837,-0.34512987560344166
2010-12-23,0.2626251501910255,1.8023672841943692,-0.01782849549900245
2010-12-30,0.09384340620204079,1.6991784702862642,0.16522140951249842
2011-01-06,0.39107048689653856,2.0160098299700246,0.34167697966491395
2011-01-13,0.44795610371087025,1.9344840976672455,0.6190223932863976
2011-01-20,0.15958042904293235,1.574642927645024,0.6977299204713809
2011-01-27,-0.16015288339850464,1.1896180658526139,0.7214092771901396
2011-02-03,-0.3462138554987444,0.849904087316408,0.6847074193544099
2011-02-10,-0.5551892926899867,0.6326897928433425,0.6704554642328708
2011-02-17,-0.6693333520568674,0.4304238137277991,0.6196729121755684
2011-02-24,-0.6757458170057753,0.3324724618421977,0.5680841651541955
2011-03-03,-0.824048520834192,0.20058311639023324,0.501198693251584
2011-03-10,-0.8405479196502554,0.067972080477727,0.4472198850421436
2011-03-17,-0.8537164304640011,-0.0445567841281694,0.3629132575146514
2011-03-24,-0.8955473385508663,-0.10249747439851616,0.30864376441965746
2011-03-31,-0.7173011439014954,-0.16515350518278896,0.24795026119526092
2011-04-07,-0.6302223566191222,-0.2741201615901606,0.19629452135192
2011-04-14,-0.5734311554214153,-0.40483346839967754,0.12618303222604127
2011-04-21,-0.5305930512394206,-0.5712112923044274,0.046443763931525495
2011-04-28,-0.5105573886434762,-0.6841985116304699,-0.010256279077339947
2011-05-05,-0.5393420484779714,-0.8529998343356551,-0.1084725229818031
2011-05-12,-0.3959321374701107,-0.8734879747672322,-0.151763920658671
2011-05-19,-0.38490975033936775,-0.9788359551460531,-0.24330628338912158
2011-05-26,-0.3485471697139425,-1.0968100818824056,-0.307076050835425
2011-06-02,-0.15696232233811924,-1.1060325904621724,-0.3282624379409895
2011-06-09,-0.052531291053191986,-1.0493734394213656,-0.3681877174721039
2011-06-16,0.17652445538206873,-0.9986966110511373,-0.40914028420021664
2011-06-23,0.22634791850114655,-1.0260980590928328,-0.4974355667361996
2011-06-30,0.29794110070488655,-1.0604797193226987,-0.4888474948563607
2011-07-07,0.30475278622904056,-1.0995777547654635,-0.545365456236774
2011-07-14,0.5644641710442494,-0.937278431879959,-0.49900526722603233
2011-07-21,0.725403012615061,-0.803759611202852,-0.47252754171857664
2011-07-28,0.6347845158427381,-0.8795309754594902,-0.4780383854193544
2011-08-04,0.5154921862171478,-0.758707739810311,-0.5170221009187016
2011-08-11,0.4622727062279116,-0.7428789159282534,-0.5585377770234645
2011-08-18,0.307546019703554,-0.9308796925637546,-0.6255801281109641
2011-08-25,0.5159141356795611,-0.9134954006867266,-0.6623178685917734
2011-09-01,0.6006311856599716,-0.8632367309998257,-0.6361391912222295
2011-09-08,0.4966203628066366,-0.8961684831936747,-0.6238433103116512
2011-09-15,0.3939243994967381,-0.9685278215622228,-0.65138430583107
2011-09-22,0.2806720779642293,-1.051645919463644,-0.6992837725420669
2011-09-29,0.20899041453716327,-1.149055475937017,-0.7231702989135663
2011-10-06,0.30960693296314235,-1.1223842024792028,-0.7473964587674593
2011-10-13,0.2660220425230434,-1.0862266558648925,-0.7729375323726436
2011-10-20,0.27032684408276053,-0.9877879724989787,-0.7839207609412634
2011-10-27,0.12972787428108334,-1.0420877322051052,-0.8210117285852212
2011-11-03,0.04757391158015878,-1.0474738918732194,-0.8560557628290946
2011-11-10,-0.07988908156652208,-1.097118641701253,-0.8931825463386478
2011-11-17,-0.1922533762991565,-1.1518591187410046,-0.9448225299158416
2011-11-24,-0.3217408743159653,-1.2045536416337956,-1.002003424001676
2011-12-01,-0.3161417276532066,-0.9694442633644854,-1.0325180324761996
2011-12-08,-0.0641572908185567,-0.16284480483026584,-0.9483054214345256
2011-12-15,0.03892808133121073,0.5499227554851855,-0.7595736047576906
2011-12-22,0.15638408351539584,0.7266728307810353,-0.6613720897113564
2011-12-29,0.14614617077525544,0.881722241103281,-0.6151726238279482
2012-01-05,0.4539519247025961,1.3717710195665553,-0.41209993548760626
2012-01-12,0.08536013149236504,1.1208277825452981,-0.3012332516245234
2012-01-19,0.08135053891579214,1.2982808478111394,-0.30082302599634714
2012-01-26,-0.17235971986338383,1.1674266922809062,-0.2400932002525562
2012-02-02,-0.40451925981135317,0.7200261017749574,-0.24933614159380613
2012-02-09,-0.6754646617084757,0.35235873664941736,-0.29052048914473044
2012-02-16,-0.7633117802565145,0.2081014091679565,-0.3512963886251802
2012-02-23,-0.8849375346800816,0.11679868996751369,-0.38771924081258413
2012-03-01,-0.8667457796592245,0.029339662279406042,-0.4631459104596548
2012-03-08,-0.9239691491950105,-0.06243985360658438,-0.5149187515648626
2012-03-15,-0.9344113347942882,-0.1229875354048015,-0.5647298566476036
2012-03-22,-0.9609347394949617,-0.21419306171559832,-0.6189269393204844
2012-03-29,-0.8476418946947237,-0.29390618118713263,-0.683661868330913
2012-04-05,-0.7329035472404293,-0.35658536961194376,-0.7174197443134277
2012-04-12,-0.5587157086535944,-0.3548286865777742,-0.7500888407518556
2012-04-19,-0.5274300911650603,-0.2661839413781708,-0.7275471924389514
2012-04-26,-0.4029900756766378,-0.02508894865835809,-0.6808747503968904
2012-05-03,-0.256058401047611,0.1233963479053129,-0.6799209461312254
2012-05-10,-0.2189081831471744,0.020808704378297155,-0.71967348333212
2012-05-17,-0.1552658464927781,0.018542206295354413,-0.6971733221609044
2012-05-24,-0.14364953807611336,-0.044812587974770834,-0.7503313066842503
2012-05-31,0.09799858039544712,-0.2128734743746809,-0.7595237945132801
2012-06-07,0.6593755205348801,-0.13086558127215053,-0.75485359101013
2012-06-14,1.0564596913493869,-0.09757683755235722,-0.7303914651072289
2012-06-21,0.9603342584612711,-0.23304782475073357,-0.7118582828130923
2012-06-28,1.0717873730031624,-0.24974104077495765,-0.7178508022511663
2012-07-05,1.1186964013640837,-0.29187408141355736,-0.691474508404714
2012-07-12,0.9163384985897705,-0.3321295092434973,-0.6786235943264609
2012-07-19,0.6882694388389893,-0.5149791426894409,-0.7479470035955329
2012-07-26,0.541989966608194,-0.6095266274800092,-0.8435084193982335
2012-08-02,0.5590906446438589,-0.7574087039127396,-0.9118727487383465
2012-08-09,0.4913088086063119,-0.9509769924597906,-0.9541623767546218
2012-08-16,0.4344901330466966,-1.0685776834783431,-1.0359361692931661
2012-08-23,0.5624857320559354,-1.1056325212751508,-1.02145092953531
2012-08-30,0.6992154123872762,-1.109691629824097,-1.008435264347566
2012-09-06,0.4574796977890747,-1.2627055907687672,-1.0363989539522558
2012-09-13,0.36386404575761433,-1.2420307664212917,-1.0741465059624344
